string2 0,string 1,string 2,string 3
s110_108_010,char_UNKNOWN,Бззз...,
s110_108_020,char_PLAYER_M,"{next}...Наверное, муха.",
s110_108_021,char_PLAYER_M,"{next}...Наверное, комар.",
s110_108_022,char_PLAYER_M,"{next}...Наверное, ветер.",
s110_108_030,char_UNKNOWN,Бзз! Бзз! Бзз! Я... тот самый...,
s110_108_040,char_UNKNOWN,Бзз! Бзз! Бзз! Бзз! Я... есть...,
s110_108_050,char_UNKNOWN,Бзз... Бзз...,
s110_108_060,char_UNKNOWN,Я... тот самый...,
s110_108_070,char_PLAYER_M,{next}...Что-что?,
s110_108_071,char_PLAYER_M,{next}...А?,
s110_108_072,char_PLAYER_M,{next}...Мне послышалось?,
s110_108_080,char_UNKNOWN,...являюсь тем... Я есмь...,
s110_108_090,char_UNKNOWN,...слушайте...! Я...!,
s110_108_100,char_UNKNOWN,Бзз! Бзз! Бзз! Я...!,
s110_108_110,char_UNKNOWN,...я тот самый...,
s110_108_120,char_UNKNOWN,...император!,
s110_108_130,char_PLAYER_M,"{next}...Кажется, я что-то слышу.",
s110_108_131,char_PLAYER_M,{next}...«Пепперони»?,
s110_108_132,char_PLAYER_M,"{next}Видимо, показалось...",
s110_108_140,char_UNKNOWN,...Смотри!...сюда! Сюда!,
s110_108_150,char_UNKNOWN,"...Нет!...слушайте! Послушайте! Я СКАЗАЛ: ""ПОСЛУШАЙТЕ!""",
s110_108_160,char_UNKNOWN,...Эй! Ты! Ты меня игнорируешь?!,
s110_108_170,char_UNKNOWN,...Смотри! Смотри внимательно! Сфокусируй взгляд!,
s110_108_180,char_UNKNOWN,Я - Император Драконов!,
s110_108_190,char_PLAYER_M,{next}Дракон... император?,
s110_108_191,char_PLAYER_M,{next}Драг... квин?,
s110_108_192,char_PLAYER_M,{next}...Просто... показалось...?,
s110_108_220,char_UNKNOWN,Да! Вы правы! Император-дракон!,
s110_108_230,char_UNKNOWN,"Ты действительно слушаешь?! Ох, хватит об этом. Называй меня как
хочешь.",
s110_108_240,char_UNKNOWN,"Ты делаешь это нарочно, не так ли?! Ты думаешь, это смешно?!
Хм?!",
s110_108_250,char_UNKNOWN,"В любом случае, я рад, что вы заметили. Все мои товарищи слишком
тупоголовые.",
s110_108_260,char_EXAMON,"Я Экзаменон. Мне всегда говорили, что я слишком большой, поэтому
я сделал себя меньше, но я перестарался.",
s110_108_270,char_EXAMON,"Я новичок в этом мире и изо всех сил пытаюсь вернуться к
нормальной жизни. Ты знаешь способ?",
s110_108_280,char_PLAYER_M,{next}Попробуем лекарство?,
s110_108_281,char_PLAYER_M,{next}Самому никак не починить?,
s110_108_282,char_PLAYER_M,{next}Почему бы не остаться таким?,
