string2 0,string 1,string 2,string 3
f_d1101_0010_0010,char_INORI,Мы должны пойти за Главным операционным директором!,f_d1101_0010_0010
f_d1101_0010_0020,char_INORI,"Я не думаю, что это правильный путь...",f_d1101_0010_0020
f_d1101_0020_0010,char_HIROKO,"Что, если мы наполним отверстие водой? Тогда, возможно, мы могли
бы управлять этим шлюзом откуда-нибудь...",f_d1101_0020_0010
f_d1101_0030_0010,char_INORI,"Она закрыта... Это электричество Ку сделало это? Интересно, есть
ли здесь что-нибудь, что управляет затвором.",
f_d1101_0040_0010,char_HIROKO,"Эй, эта машина, похоже, подключена к затвору.
Если бы мы как-нибудь смогли её запустить...",f_d1101_0040_0010
f_d1101_0050_0010,char_INORI,Это большой шлюз. Я слышу шум воды...,f_d1101_0050_0010
f_d1101_0060_0010,char_HIROKO,"Таинственное существо убегает! Кажется, оно ранено, поэтому я
хотела бы попытаться помочь ему.",f_d1101_0060_0010
f_d1101_0070_0010,char_HIROKO,Существо испугалось шума и убежало! Погоня продолжается!,f_d1101_0070_0010
f_d1101_0070_0020,char_OPERATOR_M,"Похоже, что многие представители дигимонов без лишних вопросов
распознают врага во всем, чего они никогда раньше не видели.",f_d1101_0070_0020
f_d1101_0070_0030,char_OPERATOR_M,"Эти враждебные дигимоны вредны для людей, но дигимоны, рожденные
в результате Обращения, не проявляют таких черт.",f_d1101_0070_0030
f_d1101_0070_0040,char_OPERATOR_M,"Подземелье Синдзюку кишит враждебными дигимонами,
но цель ведёт себя иначе. Возможно, получим достоверные данные.",f_d1101_0070_0040
f_d1101_0080_0010,char_HIROKO,"Мы так близки к тому, чтобы помочь этому загадочному существу.
А теперь давайте завершим это расследование!",f_d1101_0080_0010
f_d1101_0080_0020,char_HIROKO,"Что?! Как это вообще возможно?! О, просто позволь нам поймать
тебя, уже сейчас! Я обещаю, мы не причиним тебе вреда!",f_d1101_0080_0020
f_d1101_0090_0010,char_HIROKO,"Наше преследование этого таинственного существа затягивает нас
все глубже! Скоро мы раскроем его истинную сущность!",f_d1101_0090_0010
f_d1101_0100_0010,char_NONAME,"Похоже, там идет какая-то битва.",
f_d1101_0100_0020,char_AEGIOCHUSMON,"Кто-то может сражаться по ту сторону этой двери! Давай! Мы
должны пойти и спасти их!",
f_d1101_0100_0030,char_AEGIOCHUSMON,Ха...?! Эта дверь не открывается! Неужели нет другого выхода?!,
f_d1101_0100_0040,char_AEGIOCHUSMON,"Мы должны найти другой маршрут, и побыстрее! Кто бы ты там ни
был, просто держись!",
f_d1101_0100_0050,char_AEGIOCHUSMON,"Эта дверь не открывается! Нам нужно найти другой вход!
Поторопись!",
f_d1101_0110_0010,char_AEGIOCHUSMON,"Я слышу чей-то голос через этот воздуховод! Он, должно быть,
подключен к той комнате!",
f_d1101_0110_0020,char_AEGIOCHUSMON,"Я войду. Мы должны действовать быстро, чтобы спасти людей
внутри!",
f_d1101_0110_0030,char_AEGIOCHUSMON,БлэкГатомон тоже подойдёт. Давай. Поехали!,
f_d1101_0120_0010,char_SPECIAL_FORCES,Черт возьми... Нам конец!,
f_d1101_0120_0020,char_TOUDO,"Мы не можем так легко сдаться. Если мы отступим, этому городу
придет конец...!",
f_d1101_0120_0030,char_SPECIAL_FORCES,Я знаю! Но что нам делать?!,
f_d1101_0130_0010,char_TOUDO,"Ты... тот Блэкгатомон, что был раньше! Ты только что спас нас...?",
f_d1101_0130_0020,char_TOUDO,"Я знала, что доктор Симмонс контактирует с дигимонами,
но не думала, что кто-то из них может помогать людям...",
f_d1101_0130_0025,char_TOUDO,"В это все еще трудно поверить, но... Пока нам лучше просто
разобраться с текущим вопросом.",
f_d1101_0130_0030,char_TOUDO,"В любом случае... что вы, ребята, здесь делаете?",
f_d1101_0130_0040,char_TOUDO,"У тебя есть батарейки от доктора Симмонса, да? Генератор сейчас
затоплен из-за буйства Дигимонов.",
f_d1101_0130_0050,char_TOUDO,"Что ж, у нас не так много времени. Помоги мне открыть шлюзовой
затвор.",
f_d1101_0130_0060,char_TOUDO,Используйте панель управления для управления шлюзовыми воротами.,
f_d1101_0130_0070,char_TOUDO,,
f_d1101_0130_0080,char_TOUDO,,
f_d1101_0130_0090,char_TOUDO,,
f_d1101_0140_0010,char_INORI,Смотрите! Дверь открыта! Они сделали это!,
f_d1101_0150_0010,char_TOUDO,"Я быстро проверил, и генератор здесь выглядит нормально. И я
зарядил аккумулятор, так что он должен запуститься без проблем.",
f_d1101_0150_0020,char_TOUDO,"Я не знаю, что бы случилось, если бы не вы, ребята...",
