string2 0,string 1,string 2,string 3
f_t0101_0010_0010,char_YOUNG_MAN,"«Я видел странного динозавра в Синдзюку», да? Звучит немного
неправдоподобно...",
f_t0101_0010_0020,char_YOUNG_WOMAN,Этот наряд... Ты с какого-то мероприятия?,
f_t0101_0010_0030,char_YOUNG_WOMAN,"Какая морока. Почему-то все поезда стоят, и такси тоже нет.",
f_t0101_0010_0040,char_YOUNG_WOMAN,"Мы пытаемся найти другой путь домой, но...",
f_t0101_0010_0050,char_YOUNG_WOMAN,Какая разница? Просто побыстрее найди нам дорогу домой!,
f_t0101_0020_0010,char_YOUNG_WOMAN,"Что происходит? Эти тучи появились из ниоткуда, и связь ужасная.",
f_t0101_0020_0020,char_YOUNG_WOMAN,И все машины тоже исчезли. Что-то серьёзное случилось?,
f_t0101_0030_0010,char_MAN,"Говорят, у Стены Надежды протест. И транспортная система тоже не
работает... Что творится?",
f_t0101_0040_0010,char_YOUNG_MAN,"Да ты шутишь! Поезда не ходят? И, серьёзно, что за блокпосты?",
f_t0101_0080_0010,char_POLICEMAN,"Сейчас никто не может пройти! Мы и сами пытаемся выяснить
причину...",
f_t0101_0090_0010,char_POLICEMAN,"Извините, но сейчас эту дорогу нельзя использовать... потому
что... Ну, у нас самих противоречивая информация...",
f_t0101_0100_0010,char_POLICEMAN,"Простите, но станция сейчас закрыта. Нам сказали, что служба
общественной безопасности проводит операцию.",
f_t0101_0110_0010,char_POLICEMAN,"Станция сейчас закрыта. Все линии метро в Токио остановлены в
ожидании сильного толчка.",
f_t0101_0120_0010,char_POLICEMAN,"Вы не можете пройти дальше... Угх! Зачем нам делать это ради так
называемой «операции» другой организации?",
f_t0101_0130_0010,char_POLICEMAN,"Эта улица перекрыта, пожалуйста, идите другой дорогой. Мы и сами
не знаем деталей. Это просьба от службы общественной безопасности.",
f_t0101_0140_0010,,"Сейчас в приоритете — пойти за тем светом, что упал на
правительственное здание.",
f_t0101_0150_0010,,Давай избегать лишнего внимания и поспешим в дом Мисоно.,
f_t0101_0160_0010,char_MAN,Чёрт возьми! У меня есть важное дело! Они всё ещё не двигаются?!,
f_t0101_0170_0010,char_YOUNG_MAN,"Это аниме напоминает мне то, что я обожал в прошлом. Как же оно
называлось...?",
f_t0101_0180_0010,char_HIROKO,"Вот почему я хочу, чтобы ты увидела, что я сделала. Я очень
усердно работала все эти восемь лет.",
f_t0101_0180_0020,char_HIROKO,"Оно должно выйти завтра. Так что... Я не хочу, чтобы ты снова
исчезла до этого.",
f_t0101_0180_0030,char_HIROKO,"Что бы ни случилось и куда бы ты ни отправилась… просто
обязательно возвращайся сюда завтра. Хорошо?",
f_t0101_9000_0010,char_YOUNG_WOMAN,"О, ты тоже в карты играешь? Как насчёт партии?",
f_t0101_9000_0020,,[Вызвать на карточную битву.],
f_t0101_9000_0021,,{end}Сейчас не время.,
f_t0101_9000_0030,char_YOUNG_WOMAN,"Хочешь сыграть в карты? Я, знаешь ли, довольно хороша. Думаешь,
справишься со мной?",
f_t0101_9000_0040,,[Вызвать на карточную битву.],
f_t0101_9000_0041,,{end}Сейчас не время.,
f_t0101_9000_0050,char_YOUNG_WOMAN,"Понятно. Может, в другой раз тогда.",
f_t0101_9000_0060,char_YOUNG_WOMAN,"Полный разгром... Ты потрясающий! Мне придётся заново продумать
свою колоду!",
f_t0101_9000_0070,char_YOUNG_WOMAN,Хе-хе. Не повезло! Можешь бросать мне вызов когда захочешь.,
f_t0101_9000_0080,char_YOUNG_WOMAN,"Похоже, это моё поражение. Хорошая игра!",
f_t0101_9000_0090,char_YOUNG_WOMAN,Я выиграла! Я была сегодня так уверена в своей колоде!,
f_t0101_9000_0100,char_YOUNG_WOMAN,"Ну ладно. Дай знать, если передумаешь.",
f_t0101_0190_0010,char_YOUNG_MAN,"«Агент Альфа» — хорошее аниме. Ты знал, что это ремейк?",
f_t0101_0190_0020,char_YOUNG_MAN,"У старой версии много преданных фанатов в анимационной
индустрии.",
f_t0101_0190_0030,char_YOUNG_MAN,"И вот наконец его пересняли! Персонал, который был вовлечён в
это, должно быть, был так счастлив.",
f_t0101_0200_0010,char_YOUNG_MAN,"Раньше в районе Ниси-Синдзюку был кинотеатр, но он был разрушен
одиннадцать лет назад во время беспорядков.",
f_t0101_0200_0020,char_YOUNG_MAN,"Режиссёр-аниматор, который выступал в тот день на премьере,
погиб там.",
f_t0101_0200_0030,char_YOUNG_MAN,"Я слышал, он стал режиссёром-аниматором, потому что посмотрел
«Агента Альфу».",
f_t0101_0200_0040,char_YOUNG_MAN,"Если бы не тот инцидент, возможно, именно он делал бы ремейк
«Агента Альфы».",
f_t0102_0010_0010,char_OFFICE_WORKER,"Локальные толчки, вспышки непредсказуемой погоды, и теперь
странные существа... Что, чёрт возьми, происходит в Синдзюку?",
f_t0102_0020_0010,char_MAN,"Поезда не ходят? Такси тоже нет, так что, похоже, я застрял...",
f_t0102_0030_0010,char_YOUNG_MAN,"Должен же быть какой-то заговор за Стеной Надежды! Присоединяйся
к протесту и выясни, в чём дело!",
f_t0102_0030_0020,char_YOUNG_MAN,"*вздох* Вот же морока... Похоже, здесь становится неспокойно,
так что я бы лучше поскорее добрался домой.",
f_t0102_0040_0010,char_YOUNG_WOMAN,"Не может быть... Эта дорога тоже перекрыта? И как же мне теперь
добраться до кинотеатра...?",
f_t0102_0050_0010,char_POLICEMAN,Эта дорога сейчас закрыта для всех пешеходов!,
f_t0102_0060_0010,char_POLICEMAN,"Да, именно так. Сейчас станцией пользоваться нельзя. Мы ожидаем
сильный толчок, так что, пожалуйста, будьте осторожны.",
f_t0102_0070_0010,char_POLICEMAN,"В Кабуки-тё? Что ж, сейчас я не могу вас пропустить, потому
что... это часть операции. Это всё, что я могу сказать.",
f_t0102_0080_0010,,Давай пока сосредоточимся на расследовании.,
f_t0102_0090_0010,char_POLICEMAN,Блокпост из-за того инцидента ранее... Извините за беспокойство.,
f_t0102_0100_0010,char_SUMERAGI,"Мы временно закрываем Синдзюку с помощью электромагнитной сети.
Вам, народ, нужно немедленно эвакуироваться!",
f_t0102_0110_0010,char_TOUDO,"Эта территория скоро будет закрыта! Пожалуйста, следуйте
указаниям!",
f_t0102_0110_0020,char_TOUDO,"Я не совсем понимаю, что вы имеете в виду под «я не могу
эвакуироваться сейчас», но...",
f_t0102_0120_0010,char_YOUNG_WOMAN,Эти дурацкие блокпосты рушат все мои планы! Ненавижу свою жизнь!,
f_t0102_0130_0010,char_OFFICE_WORKER,"Пожалуй, можно считать, что работа отменена в такой странной
ситуации. Я благодарен за выходной, но...",
f_t0102_0130_0020,char_OFFICE_WORKER,"...похоже, мне не на чем добраться домой. И что же мне теперь
делать?",
f_t0102_0140_0010,char_PASSERBY_WOMAN,"Кажется, сюда можно пройти, но полиция говорит о какой-то
«операции», и это меня пугает...",
f_t0102_0150_0010,,"Сейчас в приоритете — пойти за тем светом, что упал на
правительственное здание.",
f_t0102_0160_0010,char_SPECIAL_FORCES,"Впереди район, кишащий Дигимонами. Будьте начеку!",
f_t0102_0160_0020,char_SPECIAL_FORCES,"За этой точкой находятся опасные Дигимоны. Пожалуйста,
оставайтесь позади!",
f_t0102_0170_0010,char_SPECIAL_FORCES,"Дигимоны ещё не проникли под землю, так что, пожалуйста,
используйте её для эвакуации и перемещения.",
f_t0102_0170_0020,char_SPECIAL_FORCES,Так много Дигимонов... Откуда они все взялись?,
f_t0102_0180_0010,char_SPECIAL_FORCES,"На улице слишком опасно, так что вам нужно эвакуироваться под
землю!",
f_t0102_0190_0010,char_SPECIAL_FORCES,"Гражданские?! Разве вы не слышали приказ об эвакуации?! И это
существо за вами — Дигимон?!",
