string2 0,string 1,string 2,string 3
m440_010_010,char_MYSTERIOUS_DIGIMON,Прекрасная работа.,m440_010_010
m440_010_020,char_AEGIOMON,Ты!,m440_010_020
m440_010_030,char_PLAYER_M,Плутомоном управляла твоя воля!{next},
m440_010_031,char_PLAYER_M,Юномон управляла твоя воля!{next},
m440_010_032,char_PLAYER_M,Ты — воля Хрономона?{next},
m440_010_040,char_MYSTERIOUS_DIGIMON,"Ты, моё второе я, вылупившееся из яйца...",m440_010_040
m440_010_050,char_MYSTERIOUS_DIGIMON,Ты наконец открыл крышку часов...,m440_010_050
m440_010_060,char_MYSTERIOUS_DIGIMON,"Это тело, скованное законами времени, наконец обретёт свободу.",m440_010_060
m440_010_070,char_MYSTERIOUS_DIGIMON,Я ждал этого момента.,m440_010_070
m440_010_080,char_MYSTERIOUS_DIGIMON,"Но я всё же лишь шестерёнка механизма. Независимо от моей воли
я должен устранять любого, кто вторгнется в Хроники Акаши.",m440_010_080
m440_010_090,char_MYSTERIOUS_DIGIMON,Таково сковывающее меня проклятие.,m440_010_090
m440_010_100,char_MYSTERIOUS_DIGIMON,А теперь даруй мне покой и займи моё место.,m440_010_100
m440_010_110,char_MYSTERIOUS_DIGIMON,"Иначе ты сгниёшь здесь в безвестности. Таково наказание
за вмешательство в законы времени.",m440_010_110
m440_010_120,char_MYSTERIOUS_DIGIMON,"Сразись со мной, моё второе я. Наконец даруй мне истинную
свободу!",m440_010_120
m440_011_005,char_INORI,"Так вот он, Хрономон... Тот, кто создал Эгиомона...",
m440_011_006,char_AEGIOMON,"Похоже, печать снята... Должно быть, мы помогли открыть крышку
часов.",
m440_011_007,char_AEGIOMON,"Но теперь из-за царящего в мире хаоса нам придётся сражаться.
Пока не решим этот вопрос, отсюда не выбраться.",
m440_011_008,char_AEGIOMON,"Будущее не наступит, если стоять на месте... Время должно идти
вперёд!",
m440_011_010,char_INORI,"С тех пор как я очнулась, всё было словно в тумане... Но теперь
голова наконец проясняется.",m440_011_010
m440_011_020,char_INORI,"Я едва могла что-то различить, но видела, как вы с {player}
сражались.",m440_011_020
m440_011_030,char_INORI,Вы слились воедино... Это ведь был не сон?,m440_011_030
m440_011_040,char_AEGIOMON,"Нет, не сон. Мы с {player}... ну... Ты потрясена?",m440_011_040
m440_011_050,char_INORI,"Да... Я даже не знаю, что сказать... Это не укладывается в
голове...",m440_011_050
m440_011_060,char_AEGIOMON,"Я тоже не знаю, что будет дальше. Но своё обещание сдержу,
что бы ни случилось.",m440_011_060
m440_011_070,char_AEGIOMON,"...Каким бы безумным ни стал мир, я буду рядом с тобой, Инори.",m440_011_070
m440_018_010,char_MERCURYMON,Этим мечом... я могу рассекать пространство.,
m440_020_003,char_UNKNOWN,"{player}, я рад, что ты в порядке!",
m440_020_004,char_PLAYER_M,Где мы...?{next},
m440_020_005,char_AEGIOMON,"Мы на спине Церемона. Сиренмон вернулась в своей эволюционной
форме.",
m440_020_006,char_AEGIOMON,"Мы кружим вокруг Хроник Акаши, а Хрономон прямо там.",
m440_020_007,char_AEGIOMON,"Кажется, все готовы к финальной битве.",
m440_020_008,char_AEGIOMON,Нам тоже лучше подготовиться...,
m440_020_009,char_INORI,...,
m440_020_010,char_INORI,"Эгиомон, подожди.",m440_020_010
