string2 0,string 1
180106,Кофе Накадзава для гурманов
180108,Сейбу-Синдзюку: пересечение путепровода
180203,Акихабара: определённый переулок
183004,Лифтовый зал
190104,Космическое Тепло: Область Белого Пламени
190105,Космическое тепло: тронный зал
190208,Центральная башня: стальная периферия
190210,Центральная башня: Стил-Пойнт
190406,Гир Форест: Святилище
190407,Лес снаряжения: Глубокий лес
191001,Забытые рельсы
191002,Рухнувшее цифровое пространство
191003,Забытые рельсы
191005,Гигантская яма
191103,Подземное водохранилище Синдзюку
191104,Подземный водный путь Синдзюку: глубины
191301,Подземная база спецназа: исследовательский отдел
191302,Подземная база спецназа: зона ограниченного доступа
191303,Подземная база спецназа: лаборатория
191401,Здание столичного правительства Токио: вход
195001,Белая комната
195006,Перевернутая комната
