string2 0,string 1,string 2,string 3
mgal_001_0_char_METALGARURUMON_BK,,"Давай как-нибудь устроим поединок. Я люблю честные состязания!
А какие соревнования нравятся тебе?",
mgal_001_1_replay,char_PLAYER_M,Ужасающие гонки на мотоциклах!,
mgal_001_1_reaction_char_METALGARURUMON_BK,,"Я тоже их люблю! Это испытание не только скорости,
но и смелости!",
mgal_001_2_replay,char_PLAYER_M,Умопомрачительные настольные игры!,
mgal_001_2_reaction_char_METALGARURUMON_BK,,"Понимаю. Значит, хочешь превратить это в битву умов!",
mgal_001_3_replay,char_PLAYER_M,Разгадывать загадки в команде!,
mgal_001_3_reaction_char_METALGARURUMON_BK,,"То есть не ты против меня, а мы вместе против загадки?
Звучит очень весело!",
mgal_001_4_replay,char_PLAYER_M,Я не хочу с тобой соревноваться.,
mgal_001_4_reaction_char_METALGARURUMON_BK,,"Это состязание, а не драка... Но я ценю твою заботу.
Мы всегда будем друзьями!",
omez_001_0_char_OMEGAMON_ZWART,char_OMEGAMON_ZWART,Как тебе моя чёрная форма?,
omez_001_1_replay,char_PLAYER_M,"Выглядит, прямо скажем, по-злодейски.",
omez_001_1_reaction_char_OMEGAMON_ZWART,char_OMEGAMON_ZWART,"Это огорчает, но я ценю твою откровенность.
Такой честности можно доверять.",
omez_001_2_replay,char_PLAYER_M,Тёмный блеск выглядит круто.,
omez_001_2_reaction_char_OMEGAMON_ZWART,char_OMEGAMON_ZWART,"Это всего лишь эффект Чёрного Дигитрона, но он усиливает меня,
и его внешний вид мне тоже нравится.",
omez_001_3_replay,char_PLAYER_M,Делает тебя похожим на злого гения.,
omez_001_3_reaction_char_OMEGAMON_ZWART,char_OMEGAMON_ZWART,"Я едва ли из тех, кто манипулирует другими!
Хотя наставить тебя на путь я был бы не против.",
omez_001_4_replay,char_PLAYER_M,Словно тьма поглотила тебя.,
omez_001_4_reaction_char_OMEGAMON_ZWART,char_OMEGAMON_ZWART,"Не суди только по внешности, хотя я сам спросил.
Ради нашей связи я тебя прощаю.",
