string2 0,string 1,string 2,string 3
dlc002_0000_0010,char_MIREI,...Просыпайся.,
dlc002_0000_0020,char_MIREI,"Когда будешь готов, начни расследование заново.
Я верю в тебя.",
dlcep002_0010_0010,char_OMEGAMON,...,
dlcep002_0020_0010,char_HIROKO,"Ой! Дверь открылась!
Прячемся!",
dlcep002_0020_0020,char_BANCHOLEOMON,"Если использовать эти двери,
мы сможем безопасно проскользнуть мимо Параллельмона.",
dlcep002_0030_0010,char_HIROKO,Ах! Они тоже здесь!,
dlcep002_0030_0020,char_HIROKO,"Что вообще происходит?!
Нужно бежать отсюда!",
dlcep002_0040_0010,char_HIROKO,"Ох, да дайте мне передышку!
И здесь тоже?!",
dlcep002_0040_0020,char_HIROKO,Нужно нырять внутрь! Быстрее!,
dlcep002_0050_0010,char_HIROKO,"ЧААААА?!
Они и здесь?!",
dlcep002_0050_0020,char_HIROKO,"Снова прыгаем!
Мне это уже надоело!",
dlcep002_0060_0010,char_HIROKO,"Хм? Параллельмона не видно...
Это единственная безопасная комната?",
dlcep002_0070_0010,char_HIROKO,"Мы от них отстали...
Кажется, они не заметили.",
dlcep002_0080_0010,char_HIROKO,Они правда нас не заметили...!,
dlcep002_0090_0010,char_HIROKO,"Мы позади них...?
И они нас не заметили?",
dlcep002_0100_0010,char_HIROKO,"Хм? Параллельмона не видно...
Это единственная безопасная комната?",
dlcep002_0110_0010,char_OMEGAMON,"Вам предстоит сразиться с Параллельмоном.
Приготовьтесь к битве.",
dlcep002_0110_0020,char_OMEGAMON,"Хорошо, подготовка завершена. Это лишь одна из возможностей,
но судя по тому, что я видел в кристаллах...",
dlcep002_0110_0030,char_OMEGAMON,"...цель Параллельмона, похоже, —
сохранить и расширить эту территорию.",
dlcep002_0110_0040,char_OMEGAMON,"Для этого он похищал могущественных существ
и использовал их в чёрных кристаллах.",
dlcep002_0110_0050,char_OMEGAMON,"Он явно не ожидал, что мы сделаем такой ход.
Покончим с этим!",
dlcep002_0120_0010,char_BANCHOLEOMON,"Я собираюсь выбить из Параллельмона дурь
вот этими кулаками. Ну же, выбери остальных членов отряда.",
dlcep002_0130_0010,char_BANCHOLILIMON,"Пожалуйста, возьмите меня с собой!
Я точно могу быть полезна.",
dlcep002_0130_0020,char_NONAME,{next}[Сделать БанчоЛилимона (Данные) союзником.],
dlcep002_0130_0021,char_NONAME,{end}[Не брать.],
dlcep002_0130_0030,char_BANCHOLILIMON,Я... хочу всегда быть рядом с БанчоЛеомоном...,
dlcep002_0130_0040,char_BANCHOLILIMON,"П-подожди! Ты ничего не слышал!
И не подслушивай девичье бормотание!",
dlcep002_0140_0010,char_BANCHOSTINGMON,"Похоже, нас ждёт финальная битва с Параллельмоном.
Кровь кипит... Ты ведь берёшь меня с собой?",
dlcep002_0140_0020,char_NONAME,{next}[Сделать БанчоСтингмона (Свободный) союзником.],
dlcep002_0140_0021,char_NONAME,{end}[Не брать.],
dlcep002_0140_0030,char_BANCHOSTINGMON,"Ох... У БанчоЛеомона тяжёлый удар.
Меня до сих пор ломит после нашей небольшой встречи.",
dlcep002_0140_0040,char_BANCHOSTINGMON,"Но иначе я бы и не хотел. Эта боль
станет вечной связью. Верно, брат?",
dlcep002_0150_0010,char_BANCHOGOLEMON,"Я иду с тобой. Это всё, что я хотел сказать.",
dlcep002_0150_0020,char_NONAME,{next}[Сделать БанчоГолемона (Вирус) союзником.],
dlcep002_0150_0021,char_NONAME,{end}[Не брать.],
dlcep002_0150_0030,char_BANCHOGOLEMON,...,
dlcep002_0150_0040,char_BANCHOGOLEMON,Если хочешь говорить — говори кулаками.,
dlcep002_0160_0010,char_BANCHOMAMEMON,"Наконец пришло время мести!
Верь в Альянс Мамемон, и мы обязательно победим!",
dlcep002_0160_0020,char_NONAME,{next}[Сделать БанчоМамемона (Данные) союзником.],
dlcep002_0160_0021,char_NONAME,{end}[Не брать.],
dlcep002_0160_0030,char_BANCHOMAMEMON,"Эй, я больше не буду называть тебя подделкой, брат.",
dlcep002_0165_0010,char_HIROKO,"Эти Банчо... Они правда нечто.
Уверена, они соберут КУЧУ просмотров!",
dlcep002_0165_0012,char_HIROKO,"Мне нужно вернуться в свой мир как можно скорее.
То, что мы здесь записали, может там пригодиться.",
dlcep002_0165_0020,char_HIROKO,"Материала немного, но я дам вам копию
записанных мной аудио и видео.",
dlcep002_0165_0022,char_HIROKO,"Это золотая жила контента, но всё серьёзно.
Мы понятия не имеем, что ждёт нас дальше...",
dlcep002_0165_0024,char_HIROKO,"Поэтому я доверяю эти данные вам. Кто знает?
Вдруг что-то в них окажется полезным.",
dlcep002_0170_0010,char_HIROKO,"О-о, нет!
Бежим!",
dlcep002_0175_0010,,Дверь плотно закрыта.,
dlc002_0180_0010,char_NONAME,"Можно использовать это, чтобы вернуться в Промежуточный театр.
Но весь прогресс до этого момента будет потерян.",
dlc002_0180_0020,char_NONAME,{end}[Продолжить расследование.],
dlc002_0180_0021,char_NONAME,[Покинуть.],
dlc002_0190_0010,,"Похоже, мы всё время возвращаемся в одну и ту же комнату...
Возможно, стоит попробовать «Анализ».",
dlc002_0190_0020,char_HIROKO,"Что за... Как нас вернуло сюда? В любом случае,
на этот раз не дадим Параллельмону нас поймать!",
