string2 0,string 1,string 2,string 3
f_d1202_0010_0010,char_AEGIOMON,"Нам нужно поторопиться, чтобы увидеть доктора Симмонса.",
f_d1202_0020_0010,char_AEGIOMON,Я вижу огни!,
f_d1202_0020_0020,char_TOUDO,Деревня восстания прямо впереди. Давайте поторопимся.,
f_d1204_0010_0010,char_GUARDROMON,"Ворота в Центральный город прямо впереди. Извините, но я не могу
пропустить вас без разрешения.",
f_d1204_0020_0010,char_GUARDROMON,"Ворота в Центральный город прямо впереди. Извините, но я не могу
пропустить вас без разрешения.",
f_d1204_0030_0010,,"Здесь сейчас нечего делать. Давайте расставим приоритеты в
миссии.",
f_d1204_0040_0010,char_PEGASMON,Возвращаешься в Синдзюку?,
f_d1204_0040_0020,char_PLAYER_M,"Да, давайте отправимся в Синдзюку.",
f_d1204_0040_0021,char_PLAYER_M,{end}Не сейчас.,
f_d1204_0050_0010,char_SIMMONS,Готовы отправиться в лабораторию?,
f_d1204_0050_0020,char_PLAYER_M,"{next}Да, отправимся в лабораторию.",
f_d1204_0050_0021,char_PLAYER_M,{end}Ещё нет.,
f_d1204_0050_0030,char_SIMMONS,"Мы рассчитываем на вас. Пожалуйста... не дайте моим бывшим
коллегам совершить ужасную ошибку.",
f_d1204_0060_0010,char_JUNOMON,Вы хотите посетить Хрономон?,
f_d1204_0080_0010,char_GUARDROMON,"Прошли годы с тех пор, как город был захвачен. Сможем ли мы
когда-нибудь вернуться?",
f_d1204_0090_0010,char_ASTAMON,"Ты ведь тот, кто поднял весь этот шум из-за встречи с лордом
Меркуримоном раньше, верно?",
f_d1204_0090_0020,char_ASTAMON,"Что ж, теперь у тебя есть шанс. Лорд Меркуримон внутри.",
f_d1204_0100_0010,char_CATCHMAMEMON,"Привет! Это наш герой из Центральной башни! Еще раз спасибо за
вашу помощь!",
f_d1204_0100_0020,char_CATCHMAMEMON,"Но думать о той Центральной башне... Блин, это заводит меня даже
сейчас!",
f_d1204_0120_0010,char_VENUSMON,"Мы получили сообщение от подчиненного Меркуримона. Оно поступило
всего несколько минут назад.",
f_d1204_0120_0020,char_VENUSMON,"Тело Меркуримона больше не может сопротивляться. Этот факт придал
срочности его решению.",
