string2 0,string 1,string 2,string 3
f_h0301_0010_0010,char_PLAYER_M,Должен же быть какой-то способ перебраться на другую сторону...,
f_h0301_0020_0010,char_AEGIOMON,"Смотрите! Это, должно быть, Дигимон!","f_h0301_0020_0010_a
f_h0301_0020_0010_b"
f_h0301_0020_0020,char_AEGIOMON,Они убегают! Давайте поймаем их!,"f_h0301_0020_0020_a
f_h0301_0020_0020_b"
f_h0301_0020_0030,char_AEGIOMON,"Инори... Возможно, это немного пугает, но я был бы признателен,
если бы ты оставалась рядом со мной.",
f_h0301_0020_0040,char_INORI,"Да, конечно. Я обещал никогда не покидать тебя.",
f_h0301_0030_0010,char_OPERATOR_M,"Значит, враждебные дигимоны в подземелье Синдзюку - причина
этого? Здесь нет того, что нам нужно. Продолжайте искать.",
f_h0301_0030_0020,char_OPERATOR_M,"И снова ... ничего. Может быть, для них все это просто большая
шутка. Пришло время поймать еще одного Дигимона.",
f_h0301_0030_0030,char_OPERATOR_M,"Здесь тоже нет того, что мы ищем. Где это? Мы же не можем вести
переговоры с враждебно настроенным Дигимоном.",
f_h0301_0030_0040,char_AEGIOMON,"Эй! Может быть, это они ...?!",
f_h0301_0030_0050,char_INORI,Мы должны поторопиться ...! Пока они не убежали!,
f_h0310_0010_0010,char_VADEMON,"Эй, ты! У тебя хватает наглости ввязываться в гонку без моего
разрешения!",
f_h0310_0010_0020,char_VADEMON,Иди сюда! Сейчас же!,
f_h0310_0020_0010,char_VADEMON,"Я номер 160 из 160 братьев Вейдемон. Я провожу здесь гонку
Пекмонов.",
f_h0310_0020_0020,char_VADEMON,"О, так ты здесь в первый раз, да? Хочешь узнать больше о Пекмон
Races?",
f_h0310_0020_0030,char_PLAYER_M,[Послушайте описание.],
f_h0310_0020_0031,char_PLAYER_M,{end}Не сейчас.,
f_h0310_0020_0040,char_VADEMON,"Стартовый взнос составляет всего 5000 иен! Конечно же, вы будете
участвовать, не так ли?!",
f_h0310_0020_0050,char_VADEMON,"О, ты снова участвуешь? С тебя 5000 иен.",
f_h0310_0020_0060,char_VADEMON,"Я слышал, ты был звездой в заведении моего брата! Вступительный
взнос составляет 5000 иен! Удачи!",
f_h0310_0020_0070,char_PLAYER_M,[Участвуйте.],
f_h0310_0020_0071,char_PLAYER_M,"{end}Нет, спасибо.",
f_h0310_0020_0080,char_VADEMON,"Эй, это место только для серьезных гонщиков! Проваливай!",
f_h0310_0030_0010,char_VADEMON,"А теперь поторопитесь и получите доступ к устройству, чтобы
принять участие в гонке! Все зрители разогреты!",
f_h0310_0040_0010,char_VADEMON,Поторопитесь и получите доступ к устройству! Толпа ждет!,
f_h0310_0050_0010,char_VADEMON,"Эй, вы там! Используйте это устройство, чтобы зарегистрироваться
на забег!",
f_h0310_0060_0010,char_VADEMON,Эй! Держи свои грязные рукавицы подальше от них!,
f_h0310_0070_0010,char_VADEMON,"О, как жаль. Возвращайся и попробуй еще раз как-нибудь!",
f_h0310_0080_0010,char_VADEMON,"Эй! Этого недостаточно! Возвращайся, когда у тебя будет больше
денег!",
f_h0310_0090_0010,char_VADEMON,"Вот краткое описание того, как работают гонки Пекмонововов.
Ознакомьтесь с этим перед началом гонки.",
f_h0310_0100_0010,char_PECKMON,"Вой, вой!",
f_h0311_0020_0010,char_VADEMON,"Я номер 108 из 160 братьев Вейдемон. Я провожу здесь гонку
Пекмонов.",
f_h0312_0020_0010,char_VADEMON,"Я 77-й номер из 160 братьев Вейдемон. Я провожу здесь гонку
Пекмонов.",
f_h0313_0020_0010,char_VADEMON,"Я номер 2 из 160 братьев Вейдемон. Я провожу здесь гонку
Пекмонов.",
f_h0314_0010_0010,char_PLAYER_M,,
f_h0315_0010_0010,char_PLAYER_M,,
f_h0316_0010_0010,char_PLAYER_M,,
f_h0317_0010_0010,char_PLAYER_M,,
f_h0318_0010_0010,char_PLAYER_M,,
f_h0319_0010_0010,char_PLAYER_M,,
