string2 0,string 1,string 2,string 3
s110_093_010,char_CRANIAMON,Наконец-то я готов к схватке с бессмертным конем!,
s110_093_020,char_PLUTOMON,"Бессмертный скакун свободно скачет по небу, так что
остерегайтесь атак со всех сторон.",
s110_093_030,char_CRANIAMON,"Ладно, я готов, но... Но я не умею летать...",
s110_093_040,char_PLAYER_M,"{next}Хорошо, жди здесь.",
s110_093_041,char_PLAYER_M,"{next}Плутомон, ты умеешь летать?",
s110_093_042,char_PLAYER_M,{next}Тебе просто нужно поверить в себя.,
s110_093_050,char_CRANIAMON,"Вся причина, по которой я пришел в преступный мир, заключалась в
том, чтобы попытаться обрести уверенность в себе...",
s110_093_060,char_CRANIAMON,"Это место, по сути, мой задний двор. Хотя я не умею летать, я
могу плавать.",
s110_093_070,char_CRANIAMON,"И что мне с этого?! Крылья от этого всё равно
не вырастут!",
s110_093_080,char_PLUTOMON,"Полагаю, я достаточно силен, чтобы помочь одному из вас парить в
воздухе. Что скажете?",
s110_093_090,char_CRANIAMON,"Эм, я... я боюсь летать... Думаю, тогда я оставлю это на твое
усмотрение.",
s110_093_100,char_PLUTOMON,"В таком случае, я полагаю, это зависит от нас...",
s110_093_110,char_CRANIAMON,"Я буду сражаться с этим конем вместе с тобой духом, так что
удачи тебе там!",
s110_093_120,char_ENBARRMON,"А, Плутомон и... Подожди. Я тебя здесь раньше не видел.",
s110_093_130,char_PLUTOMON,"Этот человек пришел сюда, чтобы победить вас, чтобы испытать
свою силу.",
s110_093_140,char_ENBARRMON,"А?! Зачем мне вообще заниматься такой бессмысленной тратой
своего времени?!",
s110_093_150,char_PLAYER_M,{next}Просим чести сразиться с тобой.,
s110_093_151,char_PLAYER_M,{next}Как нам уговорить тебя сразиться?,
s110_093_152,char_PLAYER_M,{next}Меня просто втянуло во всё это...,
s110_093_160,char_ENBARRMON,"Ну, если ты так говоришь... Ты все равно можешь забыть об этом!
Что мне от этого?!",
s110_093_170,char_ENBARRMON,"Я ничего не выиграю, сражаясь с тобой. Что бы ты предложил мне,
если бы я победил?",
s110_093_180,char_ENBARRMON,"Это должно изменить мое мнение?! Я ненавижу бесхребетных
слабаков!",
s110_093_190,char_PLUTOMON,"Как насчет этого? Если ты победишь нас, я завещаю тебе часть
подземного мира.",
s110_093_200,char_ENBARRMON,"Что ты сделаешь?! Хм... Да, я полагаю, это подходящий приз за
мое драгоценное время.",
s110_093_210,char_ENBARRMON,"Ты мне никогда не нравился, поэтому я буду наслаждаться этой
победой и стану правителем подземного мира!",
s110_093_220,char_ENBARRMON,"Тч! Я немного отдохну, прежде чем возобновить наше испытание!
Прощайте!",
s110_093_230,char_PLUTOMON,"Они бежали в замок, как и планировалось. Теперь Краниуммон должен
быть в состоянии присоединиться к битве.",
s110_093_240,char_PLUTOMON,"Я встречусь с Краниуммоном и отправлюсь в замок. Ты можешь
присоединиться к нам там.",
s110_093_250,char_ENBARRMON,"Черт возьми! Вы вызвали подкрепление! Будьте вы прокляты, трусы!",
s110_093_260,char_CRANIAMON,"Эта лошадь кажется довольно дикой... Я думаю, что здесь меня
ждет настоящая битва.",
s110_093_270,char_ENBARRMON,"Какая громоздкая броня для такого коротышки.
Терпеть не могу жалких самозванцев вроде тебя!",
s110_093_280,char_PLAYER_M,"{next}У тебя получится, Краниамон!",
s110_093_281,char_PLAYER_M,{next}Помни: Энбаррмон в небе как дома.,
s110_093_282,char_PLAYER_M,{next}Попытаться хотя бы не стыдно!,
s110_093_290,char_CRANIAMON,"Вы правы! Я искал достойный вызов, и я определенно нашел его!",
s110_093_300,char_CRANIAMON,"Беспокоишься, что я в невыгодном положении? Не стоит. Это
хорошая проверка моих сил!",
s110_093_310,char_CRANIAMON,"Эй, кстати, на чьей ты стороне? Ты говоришь так, будто я уже
проиграл.",
s110_093_320,char_CRANIAMON,"Ладно, я готов! Этот бессмертный скакун скоро познает вкус
стали!",
s110_093_330,char_ENBARRMON,"Ах, приятно видеть, что в тебе есть немного борьбы. Очень
хорошо. Покажи мне, на что ты способен!",
s110_093_340,char_CRANIAMON,Д-Я победил?.. Я победил бессмертного коня?,
s110_093_350,char_ENBARRMON,"Что ж, тебе определенно помогли... Тем не менее, это была
приятная битва.",
s110_093_360,char_PLUTOMON,"Ах, я вижу, что Энбармон признал тебя достойным. Это должно
восстановить твою уверенность.",
s110_093_370,char_PLAYER_M,{next}Ну и отлично.,
s110_093_371,char_PLAYER_M,"{next}Кажется, здесь зарождается дружба.",
s110_093_372,char_PLAYER_M,"{next}Надеюсь, ты больше не будешь валять коня.",
s110_093_380,char_CRANIAMON,"Да, теперь я немного увереннее. Это все благодаря Энбаррмону.",
s110_093_390,char_ENBARRMON,"Эй! Что ты хочешь этим сказать?! Я бы никогда не подружился с
таким, как ты!",
s110_093_400,char_CRANIAMON,"Это сейчас был каламбур про «валять коня»?
Надеюсь, это не твой уровень...",
s110_093_410,char_ENBARRMON,Сюда. Можешь ехать у меня на спине.,
s110_093_412,char_PLUTOMON,"Тебе есть чем гордиться. Энбаррмон удостаивает такой чести
лишь тех, кого считает достойными.",
s110_093_414,char_PLUTOMON,Это доказательство твоей силы. Смело садись на скакуна.,
s110_093_416,char_CRANIAMON,"Спасибо, Энбармон. Я клянусь сражаться так, чтобы не навлечь
позора на нас.",
s110_093_418,char_ENBARRMON,"Тогда, может, устроим себе пробную поездку? Приготовьтесь...
Вот и мы оооочень!",
s110_093_420,char_CRANIAMON,"Да, пожалуйста!",
s110_093_430,char_CRANIAMON,"О, какая скорость! Мы словно едины с самим ветром!",
s110_093_440,char_ENBARRMON,"Фух... Тебе нужно сесть на диету. Или, может быть, мне просто
нужно стать сильнее.",
s110_093_450,char_CRANIAMON,"С Энбаррмон я теперь могу летать по небу. Я чувствую себя более
могущественным, чем когда-либо!",
s110_093_460,char_CRANIAMON,"Спасибо за вашу помощь! С этим верным скакуном я готов к
действию!",
s110_093_470,char_PLAYER_M,{next}Не за что.,
s110_093_471,char_PLAYER_M,{next}Удачи тебе и Королевским Рыцарям.,
s110_093_472,char_PLAYER_M,{next}Когда-нибудь ты сможешь сражаться сам.,
s110_093_480,char_CRANIAMON,"Это было настоящее путешествие. Полагаю, мне лучше вернуться к
месту встречи прямо сейчас.",
s110_093_490,char_CRANIAMON,"О, точно! Я забыл о своей основной миссии! Мне нужно вернуться к
месту встречи!",
s110_093_500,char_CRANIAMON,"Верно. Я не могу вечно полагаться на Энбаррмона. Ладно, давайте
вернемся к месту встречи!",
s110_093_510,char_PLUTOMON,"Я планировал упрекнуть Энбаррмон за их недавнее неистовство, но
это было приятным сюрпризом.",
s110_093_520,char_PLUTOMON,"Полагаю, мне следует вознаградить вас за ваши усилия. У вас есть
какие-нибудь просьбы?",
s110_093_600,char_PLAYER_M,{next}Лошадь бы пригодилась.,
s110_093_601,char_PLAYER_M,{next}Хочешь подружиться?,
s110_093_602,char_PLAYER_M,{next}Можно автограф?,
s110_093_610,char_PLUTOMON,"Ты тоже хочешь лошадь? Извини, но единственный, с кем я могу
тебя познакомить, это Энбармон.",
s110_093_620,char_PLUTOMON,"Ты, должно быть, шутишь. Мы живем в разных мирах. Некоторым
вещам не суждено сбыться.",
s110_093_630,char_PLUTOMON,"Что вы имеете в виду? Вы хотите, чтобы я написал свое имя? Какая
в этом ценность?",
s110_093_640,char_PLUTOMON,"Поскольку я не могу исполнить вашу просьбу, вместо этого я
предлагаю вам следующее...",
s110_093_650,char_PLUTOMON,Вот. Теперь это твое.,
s110_093_660,char_CRANIAMON,"Что ж, я полагаю, нам следует направиться к месту встречи.",
s110_093_670,char_ENBARRMON,"Не навлекай на себя позор в бою, иначе тебе придется держать
ответ передо мной.",
s110_093_540,char_CRANIAMON,"Спасибо, что помогли мне на днях. Не хотели бы сыграть в карты в
перерыв?",
s110_093_550,char_PLAYER_M,Конечно.,
s110_093_551,char_PLAYER_M,"{end}Нет, спасибо.",
s110_093_560,char_CRANIAMON,"Я покажу вам, как Королевские рыцари подходят к битве!",
s110_093_570,char_ENBARRMON,"Я считаю, что карточные игры могут быть... Как бы это сказать?
Приходите! Вы должны выступить моим противником!",
s110_093_580,char_PLAYER_M,Конечно.,
s110_093_581,char_PLAYER_M,"{end}Нет, спасибо.",
s110_093_590,char_ENBARRMON,"Давайте начнем! Я абсолютно не люблю проигрывать, даже если это
всего лишь игра!",
