string2 0,string 1,string 2,string 3
d350_001_010,char_OMEGAMON-X,Готовы противостоять Параллельмону?,
d350_001_020,char_PLAYER_M,Всё готово!,
d350_001_021,char_PLAYER_M,Ещё нет.,
d350_001_030,char_OMEGAMON-X,"Мы не можем прийти все, иначе координация окажется слишком сложной.
Выберите двух бойцов для участия в бою.",
d350_010_010,char_PARALLELMON,Почему ты пытаешься меня остановить?,d350_010_010
d350_010_020,char_PARALLELMON,Сопротивление бесполезно.,d350_010_020
d350_010_030,char_PARALLELMON,"Я могу видеть будущее.
Никто не может победить судьбу.",d350_010_030
d350_010_040,char_SIMMONS,"Ты видишь будущее? Не смеши меня.
Ничего более легко опровергаемого я и представить не могу.",d350_010_040
d350_010_050,char_SIMMONS,"Можешь твердить, что судьбу не победить, но...
мы уже однажды её одолели.",d350_010_050
d350_010_060,char_SIMMONS,"Вот почему мы здесь.
Само наше существование доказывает, что вы ошибаетесь.",d350_010_060
d350_010_070,char_SIMMONS,Будущее... можно изменить!,d350_010_070
d350_010_080,char_TOUDO,Будьте готовы!,d350_010_080
d350_020_010,char_PARALLELMON,"Я существую в бесчисленных мирах...
Я вечен...",d350_020_010
d350_020_020,char_MIREI,"Этот Акашический бэкдор становится нестабильным,
теперь, когда его хозяин побеждён.",d350_020_020
d350_020_030,char_MIREI,"Если ты не поторопишься и не выберешься оттуда,
можешь исчезнуть в далёком уголке пространства-времени.",d350_020_030
d350_020_040,char_SIMMONS,"Вероятно, теперь мы сможем вернуться в свои миры.
Значит... пора прощаться.",d350_020_040
d350_020_050,char_SIMMONS,"Не могу выразить, как многим мы тебе обязаны.",d350_020_050
d350_020_060,char_ALPHAMON,"Я чувствую то же самое.
Я надеюсь, что однажды мы сможем встретиться снова.",d350_020_060
d350_020_070,char_MAGNAMON_X,"...Я прошу прощения за все проблемы, которые мы вам причинили.",d350_020_070
d350_020_080,char_JESMON_X,"Думаю... благодаря всем вам
мы смогли вспомнить нечто очень важное.",d350_020_080
d350_020_090,char_ULFORCEVDRAMON_X,"Да... то, что важнее, чем
справедливость или праведность.",d350_020_090
d350_020_100,char_DUKEMON_X,Примите мою благодарность. Прощайте.,d350_020_100
d350_020_110,char_ALPHAMON,Но это...,d350_020_110
d350_020_120,char_SIMMONS,"Я хочу, чтобы он был у тебя.
В любом случае, у меня есть ещё одна копия... в голове.",d350_020_120
d350_020_130,char_SIMMONS,"Сомневаюсь, что после всего этого вы злоупотребите им.
К тому же теория неполна: сразу использовать её не получится.",d350_020_130
d350_020_140,char_SIMMONS,"Параллельмоны управляли временем через собственные тела.
Похоже, они могли сжимать свои данные.",d350_020_140
d350_020_150,char_SIMMONS,"Очевидно, они заставляли себя деволюционировать,
чтобы оставаться достаточно малыми и выдерживать путешествия сквозь пространство-время.",d350_020_150
d350_020_160,char_SIMMONS,"Возможно, сейчас от этого мало пользы...
но однажды это поможет нам воссоединиться.",d350_020_160
d350_020_170,char_SIMMONS,"...И именно этого дня я буду ждать —
дня, когда мы все снова встретимся!",d350_020_170
d350_020_180,char_ALPHAMON,"...Спасибо. Я действительно не знаю, как вас отблагодарить.",d350_020_180
d350_020_190,char_ALPHAMON,...,d350_020_190
d350_020_200,char_ALPHAMON,"Но прежде чем я уйду, позвольте мне задать последний вопрос.",d350_020_200
d350_020_210,char_ALPHAMON,"Человек из твоих воспоминаний, сказавший:
«Есть вещи важнее, чем превращать праведность в оружие»...",d350_020_210
d350_020_220,char_ALPHAMON,...Как его звали?,d350_020_220
d350_020_230,char_TOUDO,Куреми... Куреми Кодай.,d350_020_230
d350_020_240,char_ALPHAMON,"Куреми... Кодай.
Почему-то я чувствую, что именно его слова нас спасли.",d350_020_240
d350_020_250,char_ALPHAMON,Я не забуду их.,d350_020_250
d350_020_260,char_ALPHAMON,"Если однажды мы снова увидимся... надеюсь,
мы встретим этого Куреми, чтобы я мог поблагодарить его лично.",d350_020_260
d350_020_270,char_ALPHAMON,А пока... прощай.,d350_020_270
d350_020_280,char_SIMMONS,"Ну, они ушли...",d350_020_280
d350_020_290,char_TOUDO,"Похоже, теперь наша очередь...",d350_020_290
d350_020_300,char_SIMMONS,Мы тоже должны вам выразить свою благодарность.,d350_020_300
d350_020_310,char_SIMMONS,"Когда встретишь наши версии в своём мире,
передай им от нас привет.",d350_020_310
d350_020_320,char_SIMMONS,"Нет, подожди. А не вызовет ли это временной парадокс?",d350_020_320
d350_020_330,char_SIMMONS,"...Даже если вызовет, уверен,
я из твоего мира с этим справлюсь.",d350_020_330
d350_020_340,char_KUGA,Хм...? Что случилось с данными?!,d350_020_340
d350_020_350,char_TOUDO,"Советую тебе ещё немного поспать, пока можешь,
потому что, когда мы вернёмся, тебе придётся расплачиваться.",d350_020_350
d350_020_360,char_TOUDO,"Я прослежу, чтобы ты настрадался достаточно
и больше никогда не додумался до подобного безумия.",d350_020_360
d350_020_370,char_KUGA,Ик!,d350_020_370
d350_020_380,char_SIMMONS,"...Совет от меня: никогда не делай ничего,
что может разозлить Асуну в твоём мире.",d350_020_380
d350_020_390,char_SIMMONS,"Жаль, что у нас не было больше времени поговорить.
Само твоё существование завораживает...",d350_020_390
d350_020_400,char_SIMMONS,"Я уверен, что агент Альфа…",d350_020_400
d350_020_410,char_SIMMONS,"Ой! Послушайте меня...
Я чуть не проговорилась о чём-то крайне ненаучном.",d350_020_410
d350_020_420,char_SIMMONS,"В любом случае, пока, агент неизвестной страны.
До новых встреч!",d350_020_420
d350_030_010,char_MIREI,"Этот Акашический бэкдор был отрезан
от остального пространства-времени.",d350_030_010
d350_030_020,char_MIREI,"Он больше не должен работать как путь,
а значит, угроза законам реальности миновала.",d350_030_020
d350_030_030,char_MIREI,Но Параллельмон может путешествовать в пространстве-времени.,d350_030_030
d350_030_040,char_MIREI,"Это значит, что Параллельмон, родившийся
в другой временной линии, однажды может снова устроить проблемы.",d350_030_040
d350_030_050,char_MIREI,"А пока тебе лучше отдохнуть: на этом этапе
твою работу наверняка снова прервут.",d350_030_050
d350_030_060,char_MIREI,А пока... молодец.,d350_030_060
