string2 0,string 1,string 2,string 3
f_d1401_0010_0010,char_PROTECTED_GIRL,Этот лифт не движется.,
f_d1401_0010_0020,char_PROTECTED_GIRL,"Может быть, где-нибудь есть еще один лифт?",
f_d1401_0030_0010,char_OPERATOR_M,"Ты пользуешься лестницей, чтобы подняться на крышу? Почему бы
не воспользоваться лифтом?",
f_d1401_0040_0010,char_OPERATOR_M,"Недавно было обнаружено, что дигимоны обладают свойствами
как органического вещества, так и электрических сигналов.",f_d1401_0040_0010_M f_d1401_0040_0010_F
f_d1401_0040_0020,char_OPERATOR_M,"Твой Дигивайс использует электронные аспекты дигимонов, чтобы
призвать их к действию.",f_d1401_0040_0020_M f_d1401_0040_0020_F
f_d1401_0040_0030,char_OPERATOR_M,"Дигивайс также может преобразовывать цифровой эквивалент ДНК в
двоичный код, который затем может быть воспроизведен как данные.",f_d1401_0040_0030_M f_d1401_0040_0030_F
f_d1401_0040_0040,char_OPERATOR_M,"Мы называем эту систему создания новых дигимонов «{fc9Конвертация}».
Попробуй использовать её для усиления своего отряда.",f_d1401_0040_0040_M f_d1401_0040_0040_F
f_d1401_0050_0010,char_PROTECTED_GIRL,"Уф-ф... Похоже, нам это каким-то образом удалось.",
f_d1401_0050_0020,char_PROTECTED_GIRL,"Не хочу больше смотреть на эту драку. Посмотрим,
куда можно подняться на лифте.",
f_d1401_0060_0010,char_OPERATOR_M,Что здесь произошло?..,f_d1401_0060_0010_M f_d1401_0060_0010_F
f_d1401_0060_0015,char_OPERATOR_M,"Может быть, это и есть то, для чего была построена Стена...?",f_d1401_0060_0015_M f_d1401_0060_0015_F
f_d1401_0060_0020,char_OPERATOR_M,"Может быть, что-то происходит на крыше этого здания, как сказала
та девушка...",f_d1401_0060_0020_M f_d1401_0060_0020_F
f_d1401_0060_0030,char_OPERATOR_M,"Мы не можем это игнорировать. Отбрось здравый смысл.
Аномалии всегда преподносят сюрпризы.",f_d1401_0060_0030_M f_d1401_0060_0030_F
f_d1401_0060_0040,char_OPERATOR_M,"Цель — крыша здания Столичного правительства Токио.
Первая задача — найти путь наверх.",f_d1401_0060_0040_M f_d1401_0060_0040_F
f_d1401_0070_0010,char_OPERATOR_M,"Сейчас тебе следует подняться на крышу
правительственного здания.",
f_d1402_0010_0010,char_PROTECTED_GIRL,"Знаешь, у меня такое чувство, что лифт работает...",
f_d1402_0010_0020,char_PROTECTED_GIRL,"Может быть, мы сможем добраться туда с другой стороны? Давайте
найдем способ!",
f_d1402_0030_0010,char_OPERATOR_M,"У меня для тебя отчёт, агент. Для твоего Дигивайса доступно
последнее обновление.",
