string2 0,string 1,string 2,string 3
"f_t3001_0010_0010","char_MIREI","Здравствуйте. Что бы вы хотели сделать?",""
"f_t3001_0020_0010","char_PLAYER_M","Я хочу проверить Дигиферму.",""
"f_t3001_0020_0011","char_PLAYER_M","{end}Пока ничего, спасибо.",""
"f_t3001_0020_0015","char_PLAYER_M","Странное сообщение, говоришь?",""
"f_t3001_0020_0016","char_PLAYER_M","Я хочу проверить Дигиферму.",""
"f_t3001_0020_0017","char_PLAYER_M","Я хочу отправиться во Внешние подземелья.",""
"f_t3001_0020_0018","char_PLAYER_M","{end}Пока ничего, спасибо.",""
"f_t3001_0020_0020","char_PLAYER_M","Я хочу проверить Дигиферму.",""
"f_t3001_0020_0021","char_PLAYER_M","Я хочу отправиться во Внешние подземелья.",""
"f_t3001_0020_0022","char_PLAYER_M","{end}Пока ничего, спасибо.",""
"f_t3001_0030_0010","char_MIREI","Дайте мне знать, если вам что-нибудь понадобится. Желаю, чтобы
ваше путешествие было благословлено удачей.",""
"f_t3001_0040_0010","char_FRONTCLERK","Система связи всё ещё на обслуживании.",""
"f_t3001_0050_0010","char_MIREI","Добро пожаловать в Промежуток, измерение на границе между
реальностью и снами.",""
"f_t3001_0050_0020","char_MIREI","Уже то, что вы вообще можете воспринимать это место, —
доказательство, что вы находитесь на схожей волне с Промежутком.",""
"f_t3001_0050_0030","char_MIREI","Вы не обычная форма жизни, не так ли? К примеру, у меня есть
чувство, что вы знаете о других существах...",""
"f_t3001_0050_0040","char_MIREI","...которые могут свободно путешествовать между разными мирами. Я
права?",""
"f_t3001_0050_0050","char_MIREI","...Итак. Что я могу для вас сделать?",""
"f_t3001_0060_0010","","Я хочу исследовать это место немного больше.",""
"f_t3001_0070_0010","char_PLAYER_M","Почему твоё тело было нестабильным, говоришь?",""
"f_t3001_0070_0011","char_PLAYER_M","Я хочу проверить Дигиферму.",""
"f_t3001_0070_0012","char_PLAYER_M","Я хочу немного отдохнуть.",""
"f_t3001_0070_0013","char_PLAYER_M","{end}Пока ничего, спасибо.",""
"f_t3001_0080_0010","char_PLAYER_M","Обнаружены возмущения по всему миру?",""
"f_t3001_0080_0011","char_PLAYER_M","Я хочу проверить Дигиферму.",""
"f_t3001_0080_0012","char_PLAYER_M","Я хочу немного отдохнуть.",""
"f_t3001_0080_0013","char_PLAYER_M","{end}Пока ничего, спасибо.",""
"f_t3001_0090_0010","char_PLAYER_M","Силу обратить всё в ничто?",""
"f_t3001_0090_0011","char_PLAYER_M","Силу управлять временем?",""
"f_t3001_0090_0012","char_PLAYER_M","Всемогущую силу?",""
"f_t3001_0090_0013","char_PLAYER_M","Окончательную слитую форму?",""
"f_t3001_0090_0014","char_PLAYER_M","{end}Пока ничего, спасибо.",""
"f_t3001_0100_0010","","Куда бы вы хотели отправиться?",""
"f_t3001_0110_0010","char_PLAYER_M","Я хочу пойти победить Апокалимона.",""
"f_t3001_0110_0011","char_PLAYER_M","Я хочу пойти победить Милленниуммона.",""
"f_t3001_0110_0012","char_PLAYER_M","Я хочу пойти победить Диаборомона.",""
"f_t3001_0110_0013","char_PLAYER_M","Я хочу пойти победить Армагеддемона.",""
"f_t3001_0110_0014","char_PLAYER_M","{end}Пока никуда, спасибо.",""
"f_t3001_0120_0010","char_MIREI","Скоро начнётся показ. Пожалуйста, проходите в театр.",""
"f_t3001_0130_0010","char_FRONTCLERK","Хотите получить доступ в {pf(PlayStation®Store/Microsoft Store/Nintendo
eShop/Online Store)}? Вы также можете проверить свои Наборы предметов.",""
"f_t3001_0130_0020","char_FRONTCLERK","[Открыть {pf(PlayStation®Store/Microsoft Store/Nintendo eShop/Online Store)}.]",""
"f_t3001_0130_0021","char_FRONTCLERK","[Проверить Наборы предметов]",""
"f_t3001_0130_0022","char_FRONTCLERK","{end}[Пока отложить]",""
"f_t3001_0140_0010","char_MIREI","Эти трое известны как «хосты». Они существуют в измерении вне
мира, которое мы обычно не можем воспринимать.","f_t3001_0140_0010"
"f_t3001_0140_0020","char_MIREI","Они были созданы высшим существом, сотворившим мир. Их детские
формы — лишь для того, чтобы они могли взаимодействовать с нами.","f_t3001_0140_0020"
"f_t3001_0140_0030","char_MIREI","Это высшее существо ищет баланс в мире. Трое хостов следуют его
воле, управляя порядком вещей.","f_t3001_0140_0030"
"f_t3001_0140_0040","char_MIREI","Редко увидишь их вместе. То, что мы видим их чаще, говорит о
том, что мы, возможно, стоим перед лицом кризиса.","f_t3001_0140_0040"
"f_t3001_0140_0050","char_MIREI","Они пристально наблюдают за вами уже некоторое время. Они велели
мне передать вам это.","f_t3001_0140_0050"
"f_t3001_0140_0060","char_MIREI","Пока мировой порядок в опасности, я уверена, вы увидите их
снова...","f_t3001_0140_0060"
"f_t3001_0150_0010","char_MIREI","Акашическое Видение — это сила визуализировать предопределённую
судьбу. У вас есть способность вмешиваться в этот сценарий.","f_t3001_0150_0010"
"f_t3001_0150_0020","char_MIREI","Эта сила проявляется в ключевых точках истории, точках, которые
можно назвать «сингулярностями».","f_t3001_0150_0020"
"f_t3001_0150_0030","char_MIREI","Обычно их сигналом служит появление тёмной тени, которая
представляет собой волю, ищущую альтернативное будущее.","f_t3001_0150_0030"
