string2 0,string 1,string 2,string 3
f_t0401_0010_0010,char_MANAGER,"Добро пожаловать! Если ищете одежду, вы выбрали правильное
место!",
f_t0401_0020_0010,char_MANAGER,"Гоняться за ворами — это, конечно, хорошо, только не подвергайте
себя опасности, слышите?",
f_t0401_0030_0010,char_MANAGER,"О, привет. Это вы! Добро пожаловать, добро пожаловать.",
f_t0401_0030_0020,char_MANAGER,"Если ищете одежду, вы выбрали правильное место!",
f_t0401_0040_0010,,Пойдём навестим отца Инори.,
f_t0401_0050_0010,,Сейчас нет необходимости идти этим путём.,
f_t0401_0060_0010,,"Похоже, это раньше служило театральной кассой.",
f_t0401_0070_0010,,"Что такого в ограниченном по времени предложении, что так и
хочется его сразу сожрать?",
f_t0401_0080_0010,,Здесь пахнет свежеобжаренными котлетами.,
f_t0401_0090_0010,,Какие тут рыночные цены на комнаты?,
f_t0401_0100_0010,,"Роллеты уже давно опущены. Не похоже, что их скоро поднимут.",
f_t0401_0110_0010,char_VADEMON,"Вау, кто бы мог подумать, что здесь будет такое разнообразие
товаров? Мир людей — это действительно что-то.",
f_t0401_0120_0010,char_MUSHMON,"Добро пожаловать! У нас много свежей еды, так что приходите и
берите, пока не закончилась!",
f_t0401_0130_0010,char_TYUMON,"Так, слушайте сюда! Этот мир, в котором мы живём...",
f_t0401_0130_0020,char_TYUMON,"Он набит огромными динозаврами, роботами и тому подобными
штуками!",
f_t0401_0130_0030,char_TYUMON,"Вам же такое нравится, да? Вы будете в шоке, если увидите это!",
f_t0401_0130_0040,char_TYUMON,"Но это опасное место! Если вы не закалитесь, как мы, я никак не
смогу взять вас туда!",
f_t0401_0140_0010,char_MONZAEMON,"Ну, я должен был отправиться в колизей, но по пути куча
маленьких людей привязалась ко мне...",
f_t0401_0140_0020,char_MONZAEMON,"Я правда счастлив видеть, как они все веселятся!",
f_t0401_0140_0030,char_MONZAEMON,"Может, вместо того, чтобы быть воином, моё истинное призвание —
приносить радость людям вот так!",
f_t0401_0150_0010,char_MAMEMON,"Эй, что это?! Пахнет потрясающе!",
f_t0401_0150_0020,char_HIGH_SCHOOL_BOY,Хм? Ты про эту котлету? Хочешь попробовать?,
f_t0401_0150_0030,char_MAMEMON,"О, да! Давай, давай! Дай мне откусить!",
f_t0401_0160_0010,char_KOTEMON,"Здесь так много соблазнительных вещей, что трудно
сосредоточиться на тренировке.",
f_t0401_0160_0020,char_KOTEMON,Вот это дилемма...,
f_t0401_0170_0010,char_SOLARMON,"Что это? Похоже на Хагурумона. Это деталь для генератора или
что-то вроде того?",
f_t0401_9000_0010,char_ABDUCTED_BOY,"Эй! Сыграй со мной в карточную битву! Здесь никто не
представляет настоящего вызова!",
f_t0401_9000_0020,,[Бросить вызов в карточную битву.],
f_t0401_9000_0021,,Что такое карточная битва?,
f_t0401_9000_0022,,{end}Сейчас не время.,
f_t0401_9000_0030,char_ABDUCTED_BOY,"Ц-ц, ты скучный! Ладно, тогда. Мне просто придётся найти
кого-нибудь другого.",
f_t0401_9000_0040,char_ABDUCTED_BOY,Ах! Я проиграл! Но в следующий раз я точно выиграю!,
f_t0401_9000_0050,char_ABDUCTED_BOY,"Похоже, и ты не особый противник. Может, мне пора поучаствовать
в турнире.",
f_t0401_9000_0060,char_ABDUCTED_BOY,"Ч-Чего тебе?! Мне больше нечего тебе сказать! Или ты пришёл
сразиться в карты?",
f_t0401_9000_0070,char_ABDUCTED_BOY,"А я уже был готов сразиться с тобой! Неужели ты можешь быть ещё
скучнее?!",
f_t0401_9000_0080,char_ABDUCTED_BOY,Ого! Ты победил меня! Неплохо для полного новичка!,
f_t0401_9000_0090,char_ABDUCTED_BOY,"Да! Я выиграл! Я никогда не проиграю такому полному новичку, как
ты!",
