"string2 0","string 1","string 2","string 3"
"m220_010_010","char_AEGIOMON","Аргх...","m220_010_010"
"m220_010_015","char_AEGIOMON","А? Я вернулся в обычную форму?","m220_010_015"
"m220_010_020","char_INORI","Где мы...?","m220_010_020"
"m220_010_030","char_AEGIOMON","Что... случилось...?","m220_010_030"
"m220_020_010","char_YGGDRASILL","А? Как вы, люди, сюда попали?","m220_020_010"
"m220_020_020","char_TOUHO","Пространственно-временное возмущение...? Вот же морока.
Эй, Гомерос, похоже, они пришли из твоего мира.","m220_020_020"
"m220_020_030","char_HOMEROS","...","m220_020_030"
"m220_020_040","char_YGGDRASILL","Течение полностью перекрыто. Наверное, поэтому Гомерос такой
сонный.","m220_020_040"
"m220_020_050","char_TOUHO","Что ж, придётся всерьёз поискать решение... Вот же морока.","m220_020_050"
"m220_020_060","char_YGGDRASILL","Простите, но не могли бы вы, люди, уйти?","m220_020_060"
"m220_020_070","char_TOUHO","Считайте это простым невезением. А теперь — до свидания.","m220_020_070"
"m220_030_010","","Эти трое известны как «хосты». Они существуют в измерении вне
мира, которое мы обычно не можем воспринимать.","m220_030_010"
"m220_030_020","","Они были созданы высшим существом, сотворившим мир. Их детские
формы — лишь способ взаимодействовать с нами.","m220_030_020"
"m220_030_030","","Это высшее существо ищет баланс в мире. Трое хостов следуют его
воле, управляя порядком вещей.","m220_030_030"
"m220_030_040","","Редко увидишь их вместе. То, что мы видим их чаще, говорит о том,
что мы, возможно, стоим перед лицом кризиса.","m220_030_040"
"m220_030_050","","Они уже некоторое время пристально наблюдают за вами.
И велели мне передать вам это.","m220_030_050"
"m220_030_060","","Пока мировой порядок в опасности, вы наверняка увидите их
снова...","m220_030_060"
