string2 0,string 1,string 2,string 3
s050_176_010,char_RAPIDMON_ARMOR,"Меркуримон, пожалуйста! Мы не можем вот так просто уйти!",
s050_176_020,char_PHARAOHMON,"Мы жаждем места, где сможем показать свою силу.
Нет... сейчас решающий момент!",
s050_176_030,char_MERCURYMON,"... А, вы пришли! Я хотел бы, чтобы вы услышали мысли этих двух
воинов.",
s050_176_040,char_PLAYER_M,{next}Ладно.,
s050_176_041,char_PLAYER_M,{next}Их мысли о чём?,
s050_176_042,char_PLAYER_M,{end}Сейчас не могу.,
s050_176_050,char_MERCURYMON,"Это было бы огромной помощью. У них добрые намерения, но их
рвение повергло меня в растерянность.",
s050_176_060,char_MERCURYMON,"Я только прошу вас позволить им высказать свое мнение.
Сомневаюсь, что это покажется вам трудной задачей.",
s050_176_070,char_RAPIDMON_ARMOR,"Прошу прощения за беспокойство. Пожалуйста, зайдите, когда у вас
будет время. Боюсь, я в растерянности.",
s050_176_080,char_RAPIDMON_ARMOR,"Ты слышишь, что мы хотим сказать? Тогда слушай внимательно,
верный друг Меркуримон.",
s050_176_090,char_PHARAOHMON,"Видишь ли... мы отправились в путешествие воина, путешествуя
вместе в поисках силы.",
s050_176_100,char_PHARAOHMON,"Жизнь в суровых условиях и спасение Дигимона от атак Титанов
сделали нас сильными.",
s050_176_110,char_PLAYER_M,"{next}Значит, вы друзья?",
s050_176_111,char_PLAYER_M,{next}Зачем тебе становиться сильнее?,
s050_176_112,char_PLAYER_M,{next}На вас двоих вместе больно смотреть...,
s050_176_120,char_RAPIDMON_ARMOR,"Как только наши пути пересеклись, наши яркие цвета сблизили нас,
как и наша общая цель.",
s050_176_130,char_RAPIDMON_ARMOR,"Хех. Странный вопрос. Наши инстинкты побуждают нас становиться
сильнее. Нам не нужно никаких других причин!",
s050_176_140,char_RAPIDMON_ARMOR,"Ха-ха. Да, мы оба сияем золотом и стремимся придать блеск своим
телам, оттачивая свои навыки.",
s050_176_150,char_PHARAOHMON,"Тем не менее, борьба с Титанами показала нам, что наши навыки
необходимо оттачивать и дальше.",
s050_176_160,char_RAPIDMON_ARMOR,"ДА... Именно тогда, когда мы подумали оказать свою помощь в
отвоевании Центрального города, мы увидели это.",
s050_176_170,char_MERCURYMON,"Я ценю вашу готовность помочь, но... Никто из вас на самом деле
не участвовал в той драке.",
s050_176_180,char_PHARAOHMON,"Но мы обнаружили, что Титаны ввязываются в драку, и решили
остановить их до того, как они туда доберутся.",
s050_176_190,char_PHARAOHMON,"Однако мы нашли им нелегкого противника. Мы отогнали их, но были
слишком ранены, чтобы сделать что-то еще.",
s050_176_200,char_RAPIDMON_ARMOR,"Битва за Центральный город закончилась, прежде чем мы
оправились. Мы ничем не смогли помочь...",
s050_176_210,char_RAPIDMON_ARMOR,"Именно поэтому мы хотели бы, чтобы вы вывели нас на передний
план в следующем крупном сражении!",
s050_176_220,char_PHARAOHMON,"Да, мы пришли попросить вас принять нас в свои ряды в следующем
крупном столкновении.",
s050_176_230,char_MERCURYMON,"Понимаете? Таков накал их страсти, что я обнаружил, что это меня
очень тронуло.",
s050_176_240,char_MERCURYMON,"Однако, как вам хорошо известно, предстоящая нам битва более
опасна, чем любая другая.",
s050_176_250,char_MERCURYMON,"Я только что встретил этих двоих и не знаю их силы. Что мне
делать?",
s050_176_260,char_PLAYER_M,{next}Почему бы не выпустить их на бой в Райском колизее?,
s050_176_261,char_PLAYER_M,{next}Почему просто не выпустить их в следующий бой?,
s050_176_262,char_PLAYER_M,"{next}Может, сыграем в камень-ножницы-бумагу?",
s050_176_270,char_MERCURYMON,"...Ах! Никогда бы не подумал об этом! Я был прав, спросив вашего
мнения.",
s050_176_280,char_MERCURYMON,"Если им окажется не хватает мастерства, они станут помехой, и мы
можем не суметь их защитить.",
s050_176_290,char_MERCURYMON,"Неужели так можно оценить их мастерство?
Впрочем, говорят, каждый сам куёт свою удачу.",
s050_176_300,char_MERCURYMON,"Хм. Пожалуй, лучше всего испытать их в бою
в Райском колизее.",
s050_176_310,char_PHARAOHMON,"Арена, вы говорите? Похоже, это подходящее место для
демонстрации наших навыков.",
s050_176_320,char_RAPIDMON_ARMOR,"Хм... Интересно, способны ли они справиться с Меркуримоном?",
s050_176_330,char_PHARAOHMON,"Поскольку мы готовы сражаться в любое время, вам достаточно
бросить нам вызов, когда вы будете готовы.",
s050_176_340,char_MERCURYMON,"Прости, но сейчас я слишком занят.",
s050_176_350,char_MERCURYMON,"Я должен предоставить это задание тебе. Не хочешь ли ты
проверить их навыки в бою для меня?",
s050_176_360,char_RAPIDMON_ARMOR,"О, хочешь присоединиться к битве? Давай посмотрим, как ты
справишься.",
s050_176_370,char_PHARAOHMON,"Тебе не нужно сдерживаться. Сражайся с нами всем, что у тебя
есть, и стань свидетелем нашей мощи!",
s050_176_373,char_MERCURYMON,"Я знаю, что прошу от вас многого, но, возможно, в этом процессе
мы просто обретем достойных союзников.",
s050_176_375,char_MERCURYMON,"Испытайте их в Райском колизее, и они присоединятся к нам, если
вы сочтете их достойными.",
s050_176_380,char_RAPIDMON_ARMOR,"Вот это была битва! Как и ожидалось
от верного друга Меркуримона.",
s050_176_390,char_PHARAOHMON,"Итак, как бы вы сами, будучи могучим воином, оценили наши
способности?",
s050_176_400,char_PLAYER_M,"{next}Думаю, вполне достаточно.",
s050_176_401,char_PLAYER_M,"{next}Если честно, не очень.",
s050_176_402,char_PLAYER_M,"{next}Ни хорошо, ни плохо.",
s050_176_410,char_RAPIDMON_ARMOR,"Ты имеешь в виду... ты считаешь нас достойными?! Тогда мы
обязательно вступим в следующую битву!",
s050_176_420,char_RAPIDMON_ARMOR,"Ба. Ты просто слишком силен. Мы вступим в следующую битву и
докажем свою ценность на поле боя!",
s050_176_430,char_RAPIDMON_ARMOR,"Хватит уклончивых ответов! Знаете, это не один из тех опросов
среди людей!",
s050_176_440,char_RAPIDMON_ARMOR,"Мы сразились с таким могучим воином, как ты, и выстояли.
Это само по себе доказывает нашу доблесть!",
s050_176_450,char_RAPIDMON_ARMOR,"Мы примем участие в предстоящей битве, что бы вы ни говорили.
Считайте, что это решено.",
s050_176_460,char_PHARAOHMON,"С этого момента мы у тебя в долгу. Ты убедишь Меркуримона
позволить нам сражаться, да?",
s050_176_470,char_PHARAOHMON,"Если вы когда-нибудь окажетесь в беде, мы придем вам на помощь.
Вы можете на это рассчитывать.",
s050_176_480,char_RAPIDMON_ARMOR,"Мы вдвоем будем продолжать тренироваться, пока не придет время,
так что мы никого не будем тормозить.",
s050_176_490,char_RAPIDMON_ARMOR,"... Вы вовлечены в великую борьбу с судьбой, не так ли? Мы
желаем вам всего наилучшего.",
s050_176_500,char_MERCURYMON,"Какая досада. Похоже, они намеревались присоединиться к нам
независимо от вашего решения.",
s050_176_510,char_MERCURYMON,"Но теперь мы знаем, на что они способны, и я могу положиться на
них без страха.",
s050_176_520,char_MERCURYMON,"Примите это как знак моей признательности за то, что вы
проверили их на прочность. Примите мою благодарность.",
s050_176_530,char_MERCURYMON,Как ты держишься? Есть минутка?,
s050_176_540,char_PLAYER_M,{next}Теперь есть время.,
s050_176_541,char_PLAYER_M,{end}Пока не могу.,
s050_176_550,char_MERCURYMON,"Понятно. Я очень рад это слышать. А теперь, пожалуйста,
выслушайте этих двоих.",
s050_176_560,char_MERCURYMON,"О. Вы все еще заняты другими делами? В таком случае, поговорите
со мной снова, когда у вас будет время.",
