string2 0,string 1,string 2,string 3
m010_001_010,char_DESCRIPTIVE_PART,"О дитя судьбы, связанное бесконечным циклом смерти и
перерождения... Тебе дарован шанс искупить вину.",
m010_001_011,char_DESCRIPTIVE_PART,Выбери подходящую фигуру для выполнения своей миссии.,
m010_001_020,char_PLAYER_M,Тип L,
m010_001_021,char_PLAYER_M,Тип R,
m010_001_030,char_DESCRIPTIVE_PART,Впиши себе новое имя — и переродись в этом мире.,
m010_001_040,char_DESCRIPTIVE_PART,Подтвердить,
m010_001_041,char_DESCRIPTIVE_PART,Начать заново,
m010_001_050,char_MIREI,"Займи своё место и жди начала представления. ""История о
естественных законах мира"" скоро начнётся.",m010_001_050
m010_010_005,char_DESCRIPTIVE_PART,Агент Альфа,
m010_010_010,char_DESCRIPTIVE_PART,Производство: ОккультТокио ТВ,
m010_020_010,char_OPERATOR,"Ой-ой. Похоже, мы в последнее время немного перестарались. Мир
начинает узнавать о нашем существовании.",
m010_020_010_M,char_OPERATOR_F,"Ой-ой. Похоже, мы в последнее время немного перестарались. Мир
начинает узнавать о нашем существовании.",m010_020_010_M
m010_020_010_F,char_OPERATOR_M,"Ой-ой. Похоже, мы в последнее время немного перестарались. Мир
начинает узнавать о нашем существовании.",m010_020_010_F
m010_020_020,char_OPERATOR,"Иронично, правда. Секретная организация, которая охотится на
городские легенды, сама становится городской легендой...",
m010_020_020_M,char_OPERATOR_F,"Иронично, правда. Секретная организация, которая охотится на
городские легенды, сама становится городской легендой...",m010_020_020_M
m010_020_020_F,char_OPERATOR_M,"Иронично, правда. Секретная организация, которая охотится на
городские легенды, сама становится городской легендой...",m010_020_020_F
m010_020_030,char_OPERATOR,"Если то аниме, которое ты только что видел, станет слишком популярным,
можешь забыть о том, чтобы ходить повсюду в такой одежде.",
m010_020_030_M,char_OPERATOR_F,"Если то аниме, которое ты только что видел, станет слишком популярным,
можешь забыть о том, чтобы ходить повсюду в такой одежде.",m010_020_030_M
m010_020_030_F,char_OPERATOR_M,"Если то аниме, которое ты только что видел, станет слишком популярным,
можешь забыть о том, чтобы ходить повсюду в такой одежде.",m010_020_030_F
m010_020_040,char_OPERATOR,"Я подаю запрос на бюджет для новой формы, но в этой миссии
тебе нужно не привлекать внимания.",
m010_020_040_M,char_OPERATOR_F,"Я подаю запрос на бюджет для новой формы, но в этой миссии
тебе нужно не привлекать внимания.",m010_020_040_M
m010_020_040_F,char_OPERATOR_M,"Я подаю запрос на бюджет для новой формы, но в этой миссии
тебе нужно не привлекать внимания.",m010_020_040_F
m010_020_050,char_OPERATOR,"Всё ясно, агент {player}?",
m010_020_050_M,char_OPERATOR_F,"Всё ясно, агент {player}?",m010_020_050_M
m010_020_050_F,char_OPERATOR_M,"Всё ясно, агент {player}?",m010_020_050_F
m010_020_060,char_OPERATOR,"Итак. Ты уже в курсе об аномальных явлениях, наблюдаемых в этом
городе?",
m010_020_060_M,char_OPERATOR_F,"Итак. Ты уже в курсе об аномальных явлениях, наблюдаемых в этом
городе?",m010_020_060_M
m010_020_060_F,char_OPERATOR_M,"Итак. Ты уже в курсе об аномальных явлениях, наблюдаемых в этом
городе?",m010_020_060_F
m010_020_070,char_PLAYER_M,"Конечно, в курсе.{next}",
m010_020_071,char_PLAYER_M,Аномальные явления?,
m010_020_072,char_PLAYER_M,"А ты, напомни, кто?",
m010_020_080,char_OPERATOR,"Необъяснимые взрывы, наблюдения загадочных форм жизни, локальные землетрясения,
аномальные погодные условия... Странных сообщений хоть отбавляй.",
m010_020_080_M,char_OPERATOR_F,"Необъяснимые взрывы, наблюдения загадочных форм жизни, локальные землетрясения,
аномальные погодные условия... Странных сообщений хоть отбавляй.",m010_020_080_M
m010_020_080_F,char_OPERATOR_M,"Необъяснимые взрывы, наблюдения загадочных форм жизни, локальные землетрясения,
аномальные погодные условия... Странных сообщений хоть отбавляй.",m010_020_080_F
m010_020_090,char_OPERATOR,"Все типичные аномалии, так что пришло время АДАМАС вмешаться.
Мне сказали, что начальство возлагает на нас большие надежды.",
m010_020_090_M,char_OPERATOR_F,"Все типичные аномалии, так что пришло время АДАМАС вмешаться.
Мне сказали, что начальство возлагает на нас большие надежды.",m010_020_090_M
m010_020_090_F,char_OPERATOR_M,"Все типичные аномалии, так что пришло время АДАМАС вмешаться.
Мне сказали, что начальство возлагает на нас большие надежды.",m010_020_090_F
m010_020_100,char_OPERATOR,Особенно после нашей последней миссии...,
m010_020_100_M,char_OPERATOR_F,Особенно после нашей последней миссии...,m010_020_100_M
m010_020_100_F,char_OPERATOR_M,Особенно после нашей последней миссии...,m010_020_100_F
m010_020_110,char_OPERATOR,"Они были особенно довольны нашим расследованием неопознанного оружия,
заряженного технологиями, далеко превосходящими текущий человеческий уровень.",
