string2 0,string 1,string 2,string 3
d340_010_010,char_MAGNAMON_X,Ура!,
d340_010_020,char_JESMON_X,Проклятие...!,
d340_010_030,char_ULFORCEVDRAMON_X,Ну... Как удобно.,
d340_010_031,char_DUKEMON_X,"Значит, нам придётся столкнуться
на два противника меньше.",
d340_010_032,char_DUKEMON_X,"Зачем избранным преклонять колени?
Похоже, это лучшее доказательство —",
d340_010_033,char_DUKEMON_X,"— что всё, во что вы верите,
существует только у вас в головах.",
d340_010_034,char_DUKEMON_X,"Ты прикрываешься этой «божественной волей»...
а тем временем твои собратья гибнут.",
d340_010_035,char_ULFORCEVDRAMON_X,"Мы никогда не сдадимся. Наш долг — спасти всех,
даже тех, кого покинула ваша божественная воля!",
d340_010_036,char_ULFORCEVDRAMON_X,"Наша вера — в собственное чувство справедливости,
а не в кого-то или что-то ещё.",
d340_010_037,char_ULFORCEVDRAMON_X,"А теперь прошу передать эти данные.
Будьте уверены, мы используем их совершенно правильно!",
d340_010_040,char_DUKEMON_X,"Значит, нам придётся столкнуться
на два противника меньше.",
d340_010_050,char_ULFORCEVDRAMON_X,"А теперь прошу передать эти данные.
Будьте уверены, мы используем их совершенно правильно!",
d340_010_060,char_TOUDO,"В этом мире нет ничего «абсолютно правильного»!
Правота зависит от ситуации и обстоятельств...!",
d340_010_070,char_DUKEMON_X,Чистая софистика!,
d340_010_080,char_DUKEMON_X,"Именно такое мышление позволило вам
ополчиться против Дигимонов!",
d340_010_090,char_OMEGAMON-X,"Если слова вас не убедят,
похоже, нам придётся прибегнуть к силе.",
d340_020_010,char_ULFORCEVDRAMON_X,Ура...!,d340_020_010
d340_020_020,char_DUKEMON_X,*задыхаясь*,d340_020_020
d340_020_030,char_DUKEMON_X,...Нгх?,d340_020_030
d340_020_040,char_SIMMONS,Куга!,d340_020_040
d340_020_050,char_OMEGAMON-X,Ты бы уже прекратил это... А?,d340_020_050
d340_021_010,char_DORUMON,Параллельмон!,d340_021_010
d340_021_020,char_PARALLELMON,"Глупцы... Вы даже не заметили,
что я всё это время наблюдал за вами?",d340_021_020
d340_021_030,char_OMEGAMON-X,О нет... Они слишком поглощены собственной битвой!,d340_021_030
d340_021_040,char_SIMMONS,А оттуда... Куга попадет под удар взрыва!,d340_021_040
d340_021_041,char_DORUMON,Тааааа!,d340_021_041
d340_021_042,char_DORUMON,Куееееее!,d340_021_042
d340_021_043,char_DORUMON,Уф...!,d340_021_043
d340_022_010,char_OMEGAMON-X,Нет...!,d340_022_010
d340_022_020,char_OMEGAMON-X,ДОРУмон!,d340_022_020
d340_022_030,char_DORUMON,Это... Этот парень... в порядке?,d340_022_030
d340_022_040,char_SIMMONS,Не волнуйся. Куга просто без сознания!,d340_022_040
d340_022_050,char_DORUMON,Ух...!,d340_022_050
d340_022_060,char_TOUDO,Почему... ты спас его?,d340_022_060
d340_022_070,char_DORUMON,"За все... неприятности... которые мы тебе причинили.
Это... Дигимон... разрушил твой мир, верно?",d340_022_070
d340_022_080,char_TOUDO,Это... был не только Дигимон.,d340_022_080
d340_022_090,char_SIMMONS,"Наш мир слишком сложен, чтобы действовать,
опираясь на один-единственный ответ. В этом вся трудность.",d340_022_090
d340_022_100,char_SIMMONS,"Как думаешь, почему мы сопровождали тебя всё это время?
Твои слова и поступки доказали, что ты ничем от нас не отличаешься.",d340_022_100
d340_022_110,char_DORUMON,Спасибо...,d340_022_110
d340_022_120,char_DORUMON,"Я рад... слышать, как ты... говоришь это.",d340_022_120
d340_022_130,char_DORUMON,Я так рад...,d340_022_130
d340_022_140,char_DORUMON,...что я встретил... тебя...,d340_022_140
d340_022_150,char_OMEGAMON-X,"Блин...! Это то, чего вы все хотели?!",d340_022_150
d340_022_160,char_OMEGAMON-X,"Запечатлейте этот образ в памяти!
Вот что бывает, когда друзья нападают друг на друга!",d340_022_160
d340_022_170,char_OMEGAMON-X,"Ведёте себя так, будто ваше чувство справедливости — это всё...
Вам не стыдно? Есть вещи куда важнее!",d340_022_170
d340_022_180,char_TOUDO,"Я поклялась в этом... в тот день, когда вернулась
в управление общественной безопасности...",d340_022_180
d340_022_190,char_TOUDO,"Я поклялся, что буду помогать другим... не только
ради себя, но и ради всех погибших товарищей...",d340_022_190
d340_022_200,char_TOUDO,Я просто хотела... поступить правильно...,d340_022_200
d340_022_210,char_TOUDO,Почему так трудно... поступать правильно...?,d340_022_210
d340_022_211,char_DORUMON,Ннх...,d340_022_211
d340_022_212,char_DORUMON,ДАААААА!,d340_022_212
d340_022_220,char_DUKEMON_X,"Это... Это не то, чего мы хотели.",d340_022_220
d340_022_230,char_MAGNAMON_X,"Я знаю, что извинениями это не исправить...",d340_022_230
d340_022_240,char_ULFORCEVDRAMON_X,Мы ошиблись... Нам очень жаль... И...,d340_022_240
d340_022_250,char_JESMON_X,"Спасибо... за то, что спасли нас.",d340_022_250
d340_023_010,char_OMEGAMON-X,Д-ДОРУмон...?,d340_023_010
d340_023_020,char_ALPHAMON,"Я слышал все ваши голоса.
Ваши разрозненные сердца... слились воедино.",d340_023_020
d340_023_030,char_ALPHAMON,Эта связь дала мне новую жизнь.,d340_023_030
d340_023_040,char_ALPHAMON,"Вперёд!
Теперь, когда мы вместе, нам нечего бояться!",d340_023_040
d340_023_050,char_ALPHAMON,"Пойдём победим Параллельмона
и вернёмся в свои миры!",d340_023_050
