string2 0,string 1,string 2,string 3
f_d0900_0010_0010,char_PIYOMON,"Я думал, что оказался в ловушке под обломками здания... Как я
вдруг здесь оказался?!",
f_d0900_0010_0020,char_PIYOMON,Хм? Ты меня знаешь?,
f_d0900_0010_0030,char_PIYOMON,"Ты хочешь, чтобы я отнес тебя туда ""как раньше""? Что ты имеешь
в виду, говоря ""как раньше""?",
f_d0900_0010_0040,char_PIYOMON,"Я понятия не имею, о чем ты говоришь! ...Упс. Извините. Это
вышло грубее, чем я предполагал...",
f_d0900_0010_0050,char_PIYOMON,"В любом случае, в тот момент, когда я увидел тебя, я
почувствовал это странное чувство долга... Может быть, поэтому я здесь?",
f_d0900_0010_0060,char_PIYOMON,"Отлично. Полагаю, я попробую! Вы готовы к полету?",
f_d0900_0010_0070,,{next}Let's go right away.,
f_d0900_0010_0071,,Not now.{end},
f_d0900_0010_0080,char_PIYOMON,"Ладно, держись крепче!",
f_d0900_0010_0090,char_PIYOMON,"О-о-о. Это не работает... И у меня такое чувство, что это не в
первый раз!",
f_d0900_0020_0010,char_JUNOMON,"Как раз в тот момент, когда я приближался к последнему полю
битвы, чтобы предложить вам свою помощь, мы попали в странную пространственную аномалию.",
f_d0900_0020_0020,char_JUNOMON,"Я подготовил врата обратно в ваш изначальный мир, но, учитывая
положение вещей, я не уверен в их надежности.",
f_d0900_0020_0030,,[Возвращайтесь в деревню Восстания.],
f_d0900_0020_0031,,{end}[Stay here.],
f_d0900_0030_0010,char_AEGIOMON,"Я чувствую это... Хрономон прямо там. Это означает, что Записи
Акаши должны быть сразу за ним...",f_d0900_0030_0010
f_d0900_0040_0005,char_AEGIOMON,"Мне нужно попасть туда... Это моя единственная надежда исправить
этот разрушенный мир!",f_d0900_0040_0005
f_d0900_0040_0007,char_AEGIOMON,"Но сначала нам нужно перейти на другую сторону. Как мы
собираемся это сделать?",f_d0900_0040_0007
f_d0900_0040_0010,char_PIYOMON,"Ч-ч-что?! Что, черт возьми, происходит?!",m020_130_010
f_d0900_0040_0020,char_AEGIOMON,"Эй, смотрите!",f_d0900_0040_0020
f_d0900_0050_0010,char_JUNOMON,Ты хочешь вернуться в Повстанческую деревню?,f_d0900_0050_0010
f_d0900_0050_0020,,ДА.,
f_d0900_0050_0021,,No.{end},
f_d0900_0060_0010,char_SUMERAGI,"А, это ты... Уф, как раз тогда, когда я начал думать, что хуже
уже быть не может.",f_d0900_0060_0010
f_d0900_0060_0020,char_SUMERAGI,"Оружие взбесилось, и меня выбросило из кабины. Хотя не думал,
что меня спасет Дигимон.",f_d0900_0060_0020
f_d0900_0060_0030,char_BAKUMON,"Уф. Этот человек был в серьезной опасности. Я не очень уверен в
лечении людей, но я рад, что успел вовремя.",f_d0900_0060_0030
f_d0900_0060_0040,char_SUMERAGI,"Черт, почему ты так добр ко мне? Это почти как...",f_d0900_0060_0040
f_d0900_0060_0050,char_SUMERAGI,..мы все это время ошибались насчет Дигимона...,f_d0900_0060_0050
f_d0900_0070_0010,char_JUNOMON,"Я приближался к последнему полю битвы, чтобы предложить вам свою
помощь, но я тоже попал в эту странную пространственную аномалию.",f_d0900_0070_0010
