string2 0,string 1
char_GODDRAMON_BIG,Годдрамон
char_MIRAGEGAOGAMON_BIG,МиражГаогамон
char_PARALLELMON,Параллельмон
char_PARALLELMON_BIG,Параллельмон
char_BLITZGREYMON,БлицГреймон
char_BLITZGREYMON_BIG,БлицГреймон
char_CRESGARURUMON,КресГарурумон
char_CRESGARURUMON_BIG,КресГарурумон
char_OMEGAMON_ALTER-S,Омегамон Alter-S
char_OMEGAMON_ALTER-S_BIG,Омегамон Alter-S
char_OMEGAMONZWART_D,Омегамон Зварт Defeat
char_OMEGAMONZWART_D_BIG,Омегамон Зварт Defeat
char_OMEGAMON_ALTER-B,Омегамон Alter-B
char_OMEGAMON_ALTER-B_BIG,Омегамон Alter-B
char_BLITZGREYMON&CRESGARURUMON,БлицГреймон и КресГарурумон
char_KUREMIKYOKO,Курэми Кёко
char_KUREMI_8YEARSLATER,Курэми Кодай
char_KUREMIKYOKO_nickname,Забредшая сюда девушка
char_AKASHIC_BACKDOOR,Акашический бэкдор
char_AKASHIC_BACKDOOR_nickname,Путь сквозь пространство-время
