"string2 0","string 1","string 2","string 3"
"m400_010_010","char_SIMMONS","А, наконец-то. У меня есть новые данные, которыми нужно
с тобой поделиться.","m400_010_010"
"m400_010_020","char_SIMMONS","Эта юная леди задержала и допросила Кугу. И вот что выяснилось...","m400_010_020"
"m400_010_030","char_SIMMONS","Похоже, кто-то снабжал Управление общественной безопасности
дигимонами для экспериментов.","m400_010_030"
"m400_010_040","char_SIMMONS","Имя, которое назвал Куга, было... Дианамон.","m400_010_040"
"m400_010_050","char_TYUMON","Бывшая жительница Центрального города... когда-то носившая имя
«Лунамон».","m400_010_050"
"m400_010_060","char_TYUMON","Дигимон, торгующий своими сородичами... Я слышал, Дианамон
теперь обосновалась в Космической области.","m400_010_060"
"m400_010_070","char_TYUMON","Будь здесь Минервамон, всё сложилось бы иначе. Что могло
к этому привести?","m400_010_070"
"m400_010_080","char_SIMMONS","Судя по всему, Куга получал не только дигимонов. Ему также
передавали их «структурную информацию».","m400_010_080"
"m400_010_090","char_SIMMONS","Похоже, после её внедрения оружие научилось вырабатывать
огромное количество энергии.","m400_010_090"
"m400_010_100","char_SIMMONS","Я займусь этим вопросом.","m400_010_100"
"m400_010_110","char_SIMMONS","А ты отправляйся в Цифровой мир и найди Дианамон. Возможно,
тебе удастся выйти на тайного кукловода этой войны.","m400_010_110"
"m400_010_120","char_TYUMON","Уверен, можно попросить МастерБлимпмона доставить тебя
в Космическую область.",""
"m400_011_010","char_SOCERIMON","Космическая область была почти полностью необитаема, отчасти
из-за суровых условий.",""
"m400_011_015","char_SOCERIMON","Лорд Аполломон и леди Дианамон выбрали это место своей базой
и стали наращивать здесь силы против Титанов.",""
"m400_011_020","char_SOCERIMON","Но они поссорились, и теперь здесь царит крайнее напряжение.",""
"m400_011_030","char_SOCERIMON","Хотя поговаривают, что когда-то они были очень близки...",""
"m400_011_040","char_SOCERIMON","Я слышал, леди Минервамон, прежде служившую посредницей, где-то
заточили. Теперь мирить их некому.",""
"m400_011_060","char_SOCERIMON","Что? Вы утверждаете, что леди Дианамон... продаёт дигимонов
людям?!",""
"m400_011_070","char_WIZARDMON","Наглец! Как ты смеешь распространять беспочвенные слухи?!
Придётся навсегда заткнуть тебе рот!",""
"m400_011_080","char_PUMPMON","...Эй! А вот и ты! Я тебя повсюду искал.",""
"m400_011_090","char_PUMPMON","Прости моего приятеля. Он ещё только осваивает азы. Я его
вразумлю, так что сбавь обороты, ладно?",""
"m400_011_100","char_SOCERIMON","Друг Пампмона, говоришь...? На этот раз я закрою глаза
на нарушение правил.",""
"m400_011_110","char_SOCERIMON","Но знай: в будущем такие обвинения могут привести
к полномасштабному конфликту.",""
"m400_011_120","char_PUMPMON","Меня зовут Пампмон. Я хожу повсюду и пытаюсь разрядить
назревающую здесь напряжённость.",""
"m400_011_130","char_PUMPMON","Уверен, у тебя были причины так говорить, но постарайся
не обострять ситуацию.",""
"m400_011_140","char_PUMPMON","Что такое? Хочешь увидеть леди Дианамон?",""
"m400_011_150","char_PUMPMON","Поможешь леди Дианамон и лорду Аполломону помириться? Я могу
показать дорогу!",""
"m400_011_160","char_PUMPMON","Правда?! Ты мне поможешь? Тогда пойдём и разрешим этот спор!",""
"m400_011_170","char_PUMPMON","Хотя... добраться до лорда Аполломона и леди Дианамон будет
непросто.",""
"m400_011_180","char_PUMPMON","Они оба в ярости... прямо как поссорившиеся дети.",""
"m400_011_190","char_PUMPMON","Похоже, сердце леди Дианамон наглухо закрыто. Думаю, сначала
лучше сходить к лорду Аполломону!",""
"m400_011_200","char_PUMPMON","Сначала поговорим с лордом Аполломоном и посмотрим, можно ли
их помирить.",""
"m400_011_210","char_PUMPMON","Раз решено, попросим тех двоих помочь нам добраться
до лорда Аполломона!",""
"m370_100_010","char_APOLLOMON","...И кто это теперь?","m370_100_010"
"m370_100_020","char_APOLLOMON","Я уже знаю, что ты собираешься сказать.","m370_100_020"
"m370_100_030","char_APOLLOMON","Ты хочешь, чтобы мы с Дианамон помирились, да?","m370_100_030"
"m370_100_050","char_APOLLOMON","Дианамон сама всё испортила. А вам, посторонним, пора
проваливать.","m370_100_050"
"m370_100_060","char_APOLLOMON","...","m370_100_060"
"m370_100_070","char_APOLLOMON","Я же сказал убираться! Тебя поджарить, чтобы дошло?!","m370_100_070"
"m370_110_010","char_APOLLOMON","А силы тебе не занимать...","m370_110_010"
"m370_110_020","char_APOLLOMON","...?!","m370_110_020"
"m370_110_030","char_APOLLOMON","Стой! Неужели ты... Ты что...?!","m370_110_030"
"m370_110_040","char_APOLLOMON","Ты меня помнишь?","m370_110_040"
"m370_110_050","char_APOLLOMON","Ты тоже слышал слухи о Дианамон?","m370_110_050"
"m370_110_060","char_APOLLOMON","Понимаю... Я не хотел в них верить, но...","m370_110_060"
"m370_110_070","char_APOLLOMON","Раз уж до этого дошло... Я сам разберусь с Дианамон. Таков мой
семейный долг...!","m370_110_070"
"m400_020_060","char_APOLLOMON","Эй, это правда, что ты передаёшь дигимонов людям? Ну?! Ответь!","m400_020_060"
"m400_020_070","char_DIANAMON","Ты всегда такой... Говоришь всё, что вздумается, совершенно
не считаясь с другими!","m400_020_070"
"m400_020_080","char_DIANAMON","Вечно, вечно, ВЕЧНО не замечаешь моих чувств!","m400_020_080"
"m400_020_090","char_DIANAMON","Хотя сам ты в одиночку ничего не можешь!","m400_020_090"
