string2 0,string 1,string 2,string 3
d130_010_010,char_CRESGARURUMON,Эй... Смотри!,d130_010_010
d130_010_020,char_BLITZGREYMON,"Мы наконец нашли его!
Этот Дигимон — один из наших друзей!",d130_010_020
d130_010_030,char_BLITZGREYMON,Омегамон Цварт!,d130_010_030
d130_010_040,char_OMEGAMONZWART_D,Ух...,d130_010_040
d130_010_050,char_KUREMI,Нгх...!,d130_010_050
d130_010_060,char_KUREMI,Тц...!,d130_010_060
d130_010_070,char_OMEGAMONZWART_D,Гаааа!,d130_010_070
d130_010_080,char_OMEGAMONZWART_D,Грааааа!,d130_010_080
d130_010_090,char_KUREMI,Кёко!,d130_010_090
d130_010_100,char_KUREMI,Что ты здесь делаешь?!,d130_010_100
d130_010_110,char_KUREMIKYOKO,Я свободна идти куда захочу!,d130_010_110
d130_010_120,char_KUREMIKYOKO,"Мы больше не отец и дочь.
Я не обязана вам ничего объяснять!",d130_010_120
d130_010_130,char_KUREMI,Урк!,d130_010_130
d130_010_140,char_KUREMI,Хмм!,d130_010_140
d130_011_010,char_CRESGARURUMON,"Омегамон Цварт! Что с тобой не так?!
Разве ты не знаешь, кто мы?!",d130_011_010
d130_011_020,char_BLITZGREYMON,"С ним что-то не так...
Что могло случиться?!",d130_011_020
d130_011_030,char_KUREMI,Я не позволю тебе уйти!,d130_011_030
d130_011_040,char_KUREMI,"Вы не должны покидать это место ни при каких обстоятельствах.
Это приказ, слышишь?!",d130_011_040
d130_011_050,char_KUREMIKYOKO,Приказ? С каких это пор мы выполняем его приказы?!,d130_011_050
d130_030_010,char_KUREMI,"""Что это...?""",
d130_030_020,char_SIMMONS,"«Полагаю, это можно назвать
оружием против фазово-электронных форм жизни».",
d130_030_030,char_SIMMONS,«Нам удалось его миниатюризировать».,
d130_030_040,char_KUREMI,"""Впечатляющий.""",
d130_030_050,char_SIMMONS,"«Знаете, это было больше восьми лет назад…»",
d130_030_060,char_SIMMONS,"«...когда я держала в руках устройство,
изобретённое гением куда более выдающимся, чем я».",
d130_030_070,char_SIMMONS,"«Он имел форму пистолета, и его владельцем был
агент из какой-то неизвестной страны...""",
d130_030_080,char_SIMMONS,"«Тогда оно было почти непостижимо, но я продолжала
анализировать данные, которые тайно скопировала».",
d130_030_090,char_SIMMONS,"«Надо бы поблагодарить того агента.
По крайней мере, если бы я знала, где его искать...»",
d130_040_010,char_AEGIOMON,"Тот черный дигимон из прошлого — один из твоих друзей, верно?",
d130_040_020,char_CRESGARURUMON,"Да, но с ним что-то не так... Даже внешне он немного
отличается от того Дигимона, которого мы знаем.",
d130_040_030,char_CRESGARURUMON,"Возможно, вид партнёра в опасности
свёл его с ума!",
d130_040_040,char_BLITZGREYMON,"Его партнер, вероятно, также оказался в ловушке одного из этих пузырей.",
d130_040_050,char_BLITZGREYMON,"Омегамон Цварт всегда заботился о партнёре больше,
чем кто-либо другой... Он наверняка вне себя от ярости!",
d130_040_060,char_CRESGARURUMON,"Ситуация мрачная. Слишком много времени прошло.
Я только надеюсь, что с нашими партнерами все в порядке...",
d130_040_070,char_AEGIOMON,Нам следует поторопиться!,
d130_050_010,char_KUREMI,«...Параллельмон?»,d130_050_010
d130_050_020,char_TOUDO,"«Так точно, сэр. Это враждебный дигимон,
о котором нам пока почти ничего не известно».",d130_050_020
d130_050_030,char_TOUDO,"«У доктора Симмонса есть теория, что они могут
свободно путешествовать в пространстве-времени».",d130_050_030
d130_050_040,char_KUREMI,"«Понятно... Тогда нужно действовать
как можно скорее».",d130_050_040
d130_060_010,char_SIMMONS,"«Операция «Устранение Параллельмона», ха.
Это больше похоже не на план, а на самоубийственную миссию».",d130_060_010
d130_060_020,char_KUREMI,"«У меня есть оружие, которое ты сделала.
С ним у меня хотя бы будет шанс».",d130_060_020
d130_060_030,char_SIMMONS,«Вы рассказали своей семье об этом плане?»,d130_060_030
d130_060_040,char_KUREMI,«Нет… пока нет».,d130_060_040
d130_060_050,char_KUREMI,"«Если я не вернусь живым, я хочу, чтобы ты
расскажи им, что именно произошло».",d130_060_050
d130_060_060,char_SIMMONS,"""...""",d130_060_060
d130_060_070,char_SIMMONS,«Я закончила техническое обслуживание».,d130_060_070
d130_060_080,char_SIMMONS,«И добавила новую функцию».,d130_060_080
d130_060_090,char_SIMMONS,"«Транквилизаторные пули не ранят дигимонов,
а лишь ненадолго усмиряют их».",d130_060_090
d130_060_100,char_KUREMI,«Какая польза нам от этого?..»,d130_060_100
d130_060_110,char_SIMMONS,«Я... идеалистка».,d130_060_110
d130_060_120,char_SIMMONS,"«Пусть мир устроен именно так, я все равно верю:
люди и дигимоны могут сосуществовать».",d130_060_120
d130_060_130,char_SIMMONS,"«Дигимоны также проявляют заботу и внимание к своим союзникам.
Они видят друг в друге семью и любят друг друга».",d130_060_130
d130_060_140,char_SIMMONS,«Чем это отличается от нас?»,d130_060_140
d130_070_010,char_AEGIOMON,Они спят...?,
d130_070_020,char_KUREMIKYOKO,"Подожди, только не говори мне, что ОН сделал это...?
Что, черт возьми, он пытается сделать...?",
d130_070_030,char_KUREMIKYOKO,"Блин, это всегда так! Он никогда нам ничего не говорит,
так что мы просто с нетерпением ждем...!",
