string2 0,string 1,string 2,string 3
bango_001_0_char_BANCHOGOLEMON,char_BANCHOGOLEMON,"Я пробудился. Надеюсь, у тебя железная воля!",
bango_001_1_replay,char_PLAYER_M,У меня железная воля.,
bango_001_1_reaction_char_BANCHOGOLEMON,char_BANCHOGOLEMON,"Тогда действуй. Доведи тело, разум
и душу до предела, чтобы стать сильнее!",
bango_001_2_replay,char_PLAYER_M,Что ты имеешь в виду под «волей»?,
bango_001_2_reaction_char_BANCHOGOLEMON,char_BANCHOGOLEMON,"Вставать и бороться за свои убеждения,
не ждать, пока битва сама придёт к тебе.",
bango_001_3_replay,char_PLAYER_M,"Похоже, мне не хватает силы воли.",
bango_001_3_reaction_char_BANCHOGOLEMON,char_BANCHOGOLEMON,"Хорошо, что ты это понимаешь. В этом нет стыда.
Но теперь работай над собой и становись сильнее!",
bango_001_4_replay,char_PLAYER_M,Я хочу иметь железную волю.,
bango_001_4_reaction_char_BANCHOGOLEMON,char_BANCHOGOLEMON,"Хорошо сказано. Даже мне ещё есть над чем работать.
Давай становиться сильнее вместе!",
banst_001_0_char_BANCHOSTINGMON,char_BANCHOSTINGMON,"Я приложил огромные усилия, чтобы стать сильнее.
Компромиссам здесь нет места.",
banst_001_1_replay,char_PLAYER_M,"Эй, остальные тоже стараются.",
banst_001_1_reaction_char_BANCHOSTINGMON,char_BANCHOSTINGMON,"Не сравнивай мои усилия с чужими.
Никто не сможет стать таким, как я.",
banst_001_2_replay,char_PLAYER_M,Сильных Дигимонов много.,
banst_001_2_reaction_char_BANCHOSTINGMON,char_BANCHOSTINGMON,"Но для большинства это просто врождённая сила.
Титул «Банчо» я заработал тяжёлым трудом.",
banst_001_3_replay,char_PLAYER_M,Повезло тебе.,
banst_001_3_reaction_char_BANCHOSTINGMON,char_BANCHOSTINGMON,"Это должно быть лестью?
Знаешь, перечисление моих великих дел заняло бы дни.",
banst_001_4_replay,char_PLAYER_M,"Я хочу быть таким, как ты.",
banst_001_4_reaction_char_BANCHOSTINGMON,char_BANCHOSTINGMON,"Если ты серьёзно, докажи слова делом.
Не рассчитывай достичь моего уровня малой кровью.",
banlili_001_0_char_BANCHOLILIMON,char_BANCHOLILIMON,"Серьёзная ошибка — думать, что сила
даёт право делать всё, что угодно!",
banlili_001_1_replay,char_PLAYER_M,Но сильным обычно это сходит с рук.,
banlili_001_1_reaction_char_BANCHOLILIMON,char_BANCHOLILIMON,"Любому, кто совершит такую ошибку,
я объясню, в чём он неправ! Даже тебе.",
banlili_001_2_replay,char_PLAYER_M,Я хочу быть одновременно сильным и справедливым.,
banlili_001_2_reaction_char_BANCHOLILIMON,char_BANCHOLILIMON,"Если бы все Дигимоны думали так, как ты...
Многих из нас ещё нужно спасти.",
banlili_001_3_replay,char_PLAYER_M,"Это неправильно, но люди до сих пор это делают.",
banlili_001_3_reaction_char_BANCHOLILIMON,char_BANCHOLILIMON,"Именно. Поэтому я всегда должна защищать кротких,
даже если придётся делать это в одиночку.",
banlili_001_4_replay,char_PLAYER_M,Мы этого не потерпим!,
banlili_001_4_reaction_char_BANCHOLILIMON,char_BANCHOLILIMON,"Держись этого убеждения.
И знай: я всегда буду сражаться, чтобы защищать слабых!",
omem_001_0_char_OMEGAMON:MERCIFUL MODE,,"Для некоторых единственная форма спасения —
быстрое и милосердное поражение.",
omem_001_1_replay,char_PLAYER_M,Я понимаю.,
omem_001_1_reaction_char_OMEGAMON:MERCIFUL MODE,,"Такова моя форма милосердия. Благодарю за то,
что понимаешь и не вмешиваешься.",
omem_001_2_replay,char_PLAYER_M,"Безжалостно, не находишь?",
omem_001_2_reaction_char_OMEGAMON:MERCIFUL MODE,,"Поражение для таких существ — спасение.
Я бы не назвал это безжалостностью.",
omem_001_3_replay,char_PLAYER_M,Нет ли другого пути?,
omem_001_3_reaction_char_OMEGAMON:MERCIFUL MODE,,"Нет, таков мой приговор.
Если у тебя есть иной путь, я оставлю суд тебе.",
omem_001_4_replay,char_PLAYER_M,Хочу помочь.,
omem_001_4_reaction_char_OMEGAMON:MERCIFUL MODE,,"Боюсь, это невозможно.
Всё, что тебе нужно, — наблюдать за моей работой.",
banma_001_0_char_BANCHOMAMEMON,char_BANCHOMAMEMON,"Приходи ко мне, если у тебя когда-нибудь возникнут проблемы.",
banma_001_1_replay,char_PLAYER_M,Мне нужна твоя помощь прямо сейчас.,
banma_001_1_reaction_char_BANCHOMAMEMON,char_BANCHOMAMEMON,"Хорошо. Если у тебя неприятности, я и весь
Альянс Мамемон их раздавим!",
banma_001_2_replay,char_PLAYER_M,Проблема? Как что?,
banma_001_2_reaction_char_BANCHOMAMEMON,char_BANCHOMAMEMON,"Например... что угодно! Вообще что угодно!
Просто скажи — и я в деле.",
banma_001_3_replay,char_PLAYER_M,Вы уже делаете более чем достаточно.,
banma_001_3_reaction_char_BANCHOMAMEMON,char_BANCHOMAMEMON,"Рад это слышать. Цифровой мир — безумное место,
но я прикрою тебя.",
banma_001_4_replay,char_PLAYER_M,Не хочется тебя беспокоить.,
banma_001_4_reaction_char_BANCHOMAMEMON,char_BANCHOMAMEMON,"Эй, не нужно так формально.
Заботиться друг о друге — часть дружбы.",
