string2 0,string 1,string 2,string 3
d110_010_010,char_MIREI,"Это межпространственная область, созданная
неким Дигимоном. Она называется «Акашический бэкдор».",d110_010_010
d110_010_020,char_MIREI,"Несколько пространственно-временных возмущений связали
этот Акашический бэкдор с разными точками пространства-времени.",d110_010_020
d110_010_030,char_MIREI,"Ваша миссия — победить Дигимона, который
создал и поддерживает этот Акашический бэкдор.",d110_010_030
d110_010_040,char_MIREI,"Тем временем я буду использовать функции вашего устройства
и при необходимости передавать обновления. Удачи.",d110_010_040
d110_010_050,char_MIREI,"Новый Акашический бэкдор...! Похоже, тот же Дигимон
снова исказил естественные законы мира.",d110_010_050
d110_010_060,char_MIREI,"Вам придётся победить его, как и прежде.",d110_010_060
d110_020_010,char_BLITZGREYMON,Что ты сделал с нашими друзьями?!,d110_020_010
d110_020_020,char_CRESGARURUMON,"Ответь нам, Параллельмон!",d110_020_020
d110_020_030,char_PARALLELMON,...,d110_020_030
d110_020_040,char_PARALLELMON,Растворитесь в пыли пространства-времени!,d110_020_040
d110_020_050,char_BLITZGREYMON,Ч-что происходит?!,d110_020_050
d110_020_060,char_CRESGARURUMON,Это нехорошо!,d110_020_060
d110_020_070,char_PARALLELMON,Поглощающий взрыв!,d110_020_070
d110_020_080,char_CRESGARURUMON,Ах!,d110_020_080
d110_030_010,char_MIREI,"Это был Параллельмон, Дигимон, который стоит за всем этим.
Из-за мутации он способен перемещаться сквозь пространство-время.",
d110_030_020,char_MIREI,"Похоже, он устроил этот Акашический бэкдор как гнездо
и использует его, чтобы перемещаться между точками пространства-времени.",
d110_030_030,char_MIREI,"Он может путешествовать в прошлое и будущее,
но тем самым дестабилизирует мир.",
d110_030_040,char_MIREI,"Поэтому Акашический бэкдор нужно уничтожить,
пока фундаментальные законы реальности не рухнули. Удачи!",
d110_030_050,char_MIREI,"Как я и опасался, Параллельмон создал еще один Акашический бэкдор.",
d110_030_060,char_MIREI,"Его необходимо уничтожить, как и прежде. Удачи!",
