string2 0,string 1,string 2,string 3
f_d0101_0010_0010,char_SOCERIMON,"Они уже давно в ссоре, поэтому не пропускают
посланцев друг к другу.",
f_d0101_0010_0020,char_SOCERIMON,"Но если ты всё равно хочешь идти, я тебя
не остановлю...",
f_d0101_0010_0030,char_SOCERIMON,"Для начала поговори с лордом Аполломоном.
По крайней мере, он ещё способен выслушать...",
f_d0101_0020_0010,char_WIZARDMON,"Эти ссоры всем поперёк горла... Жителям из-за них
приходится эвакуироваться.",
f_d0101_0020_0020,char_WIZARDMON,"Они правят целой областью. Казалось бы,
им следовало бы помнить о своём положении.",
f_d0101_0030_0010,char_PUMPMON,В любом случае... попасть к ним будет непросто.,f_d0101_0030_0010
f_d0101_0030_0020,char_PUMPMON,"Оба злятся до предела... прямо как дети,
которые устроили ссору.",f_d0101_0030_0020
f_d0101_0030_0030,char_PUMPMON,"Леди Дианамон полностью закрыла свою область,
так что сначала навестим лорда Аполломона!",f_d0101_0030_0030
f_d0101_0030_0040,char_PUMPMON,"У лорда Аполломона наверняка найдётся совет,
как нам встретиться с леди Дианамон лично!",f_d0101_0030_0040
f_d0101_0030_0050,char_PUMPMON,"Раз с планом определились, попросим этих двоих
помочь нам добраться до лорда Аполломона!",f_d0101_0030_0050
f_d0101_0040_0010,char_SOCERIMON,Снова ты... Что на этот раз?!,
f_d0101_0040_0030,char_PUMPMON,"Пожалуйста, успокойтесь, добрый Дигимон! Дело в том...
э-э... это мой ассистент! Точно!",
f_d0101_0040_0040,char_SOCERIMON,Что? Твой ассистент...?,
f_d0101_0040_0050,char_PUMPMON,Да. Я выполняю кое-какую работу для лорда Аполломона...,
f_d0101_0040_0060,char_PUMPMON,"...а мой ассистент здесь, э-э... ассистирует!",
f_d0101_0040_0070,char_SOCERIMON,"Так ты говоришь... ты собираешься встретиться с лордом
Аполломоном?",
f_d0101_0040_0080,char_PUMPMON,"Именно! А значит... мы просто пройдём
обычную процедуру, если вы не возражаете?",
f_d0101_0040_0090,char_WIZARDMON,"Очень хорошо. Эй, ""ассистент"", нажми на этот переключатель.",
f_d0101_0050_0010,char_WIZARDMON,"Видишь? У этой области две стороны. Нажав переключатель,
можно выбрать, какую сторону посетить.",
f_d0101_0050_0020,char_WIZARDMON,"Раз ты ассистент Пампмон, мы сделаем исключение
и разрешим пользоваться переключателем. Нажимай, когда нужно.",
f_d0101_0050_0040,char_PUMPMON,"Премного благодарен! Ну что, ассистент,
отправляемся к лорду Аполломону!",
