string2 0,string 1,string 2,string 3
dlc001_0000_0010,char_MIREI,...Проснуться.,
dlc001_0000_0020,char_MIREI,"Когда будешь готов, начни расследование заново.
Я верю в тебя.",
dlc001_0000_0030,char_MIREI,,
dlc001_0000_0040,char_MIREI,,
dlcep001_0010_0010,,"Чтобы пройти дальше,
нужен ключ от бэкдора.",
dlcep001_0020_0010,,Ключ от бэкдора подтверждён.,
dlcep001_0030_0010,char_BLITZGREYMON,"Я чувствую за дверью чьё-то присутствие.
Думаю, это наш союзник Омегамон Цварт.",
dlcep001_0030_0011,char_KUREMIKYOKO,"Значит, впереди должен быть и сам знаешь кто. Надеюсь, с ним всё в порядке...
Постой, с чего это я вообще за него переживаю?!",
dlcep001_0030_0012,char_KUREMIKYOKO,"Я должна высказать ему всё, что думаю!
Пойдём через дверь. Ты готов?",
dlcep001_0030_0013,char_KUREMIKYOKO,Пойдём через дверь. Ты готов?,
dlcep001_0030_0020,char_NONAME,{next}Я готов.,
dlcep001_0030_0021,char_NONAME,{end}Мне нужно еще немного времени.,
dlcep001_0040_0010,char_KUREMIKYOKO,"...Хорошо, что мы пошли за ним.
Я вспомнила чувства, которые давно забыла.",
dlcep001_0040_0020,char_KUREMIKYOKO,"Вот что значит доверять кому-то... разделять
с ним связь... Должна признать, это не так уж плохо.",
dlcep001_0040_0030,char_KUREMIKYOKO,"После встречи с вами мне тоже хочется верить
в связь между людьми и Дигимонами!",
dlcep001_0040_0040,char_KUREMIKYOKO,"Я подожду здесь. Я не могу его оставить...
Не могу бросить отца.",
dlcep001_0050_0010,char_KUREMIKYOKO,Они крепко спят...,
dlc001_0060_0010,char_NONAME,"Вы можете использовать это, чтобы вернуться в Промежуточный театр.
Однако весь ваш прогресс до этого момента будет потерян.",
dlc001_0060_0020,char_NONAME,{end}[Продолжить расследование.],
dlc001_0060_0021,char_NONAME,[Покинуть.],
dlcep001_0070_0010,char_KUREMIKYOKO,"Им нет конца!
Нужно выйти из этой комнаты и перегруппироваться.",
dlcep001_0080_0010,char_NONAME,"Они не отвечают.
Будто даже не видят тебя.",
dlcep001_0090_0010,char_KUREMIKYOKO,"Вот. Я хочу, чтобы ты взял это вместо меня.
Надеюсь, пригодится...",
dlcep001_0100_0010,char_CRESGARURUMON,"Мы не можем терять здесь время. Параллельмон поглотит
наших партнёров, если мы не поторопимся.",
dlcep001_0110_0005,char_BLITZGREYMON,"Похоже, они собираются напасть...
Это дело рук Параллельмона?",
dlcep001_0110_0010,char_BLITZGREYMON,"В итоге это только отнимет ещё больше драгоценного времени...!
Нужно добраться до Параллельмона, пока наших партнёров не поглотили!",
dlcep001_0120_0010,char_AEGIOMON,"Впереди тяжёлая битва.
Ты готов?",
dlcep001_0120_0020,char_NONAME,{next}Да. Победим Параллельмона!,
dlcep001_0120_0021,char_NONAME,{end}Мне нужно еще немного времени.,
