"string2 0","string 1","string 2","string 3"
"m250_010_010","char_INORI","Здесь мы вышли в прошлый раз... Место не очень изменилось.
Надеюсь, в остальных краях всё так же.","m250_010_010"
"m250_010_020","char_AEGIOMON","Не верится, что прошло целых восемь лет.","m250_010_020"
"m250_010_030","char_INORI","Нам нужно проверить оккупированные деревни и посмотреть, сможем
ли мы договориться с Титанами.","m250_010_030"
"m250_010_040","char_AEGIOMON","И нужно найти целителя-дигимона! Наверное, лучше всего собрать
сведения в городской таверне.","m250_010_040"
"m250_010_050","char_INORI","Да. Очень надеюсь, что мы сможем договориться... Если причинять
друг другу боль, счастливее никто не станет.","m250_010_050"
"m250_020_010","char_AEGIOMON","Это... правда Центральный город? И это всё... Титаны...?","m250_020_010"
"m250_020_020","char_INORI","Этот город действительно изменился...","m250_020_020"
"m250_030_010","char_INORI","Выглядит почти так же, как и остальной город... Думаешь,
кто-нибудь из этих Титанов нас выслушает?","m250_030_010"
"m250_030_020","char_AEGIOMON","Давай сделаем всё возможное!","m250_030_020"
"m250_030_030","char_AEGIOMON","Один только разговор чуть не превратился в драку...","m250_030_030"
"m250_030_040","char_INORI","Что же нам делать...?","m250_030_040"
"m250_030_050","char_RANAMON","Здравствуйте! Приятно познакомиться. Похоже, вы новые лица в
этих краях.","m250_030_050"
"m250_030_060","char_RANAMON","Откуда вы?","m250_030_060"
"m250_030_070","char_AEGIOMON","А?","m250_030_070"
"m250_030_080","char_RANAMON","Ой, да ладно! Не нужно так удивляться. Я — Ранамон.","m250_030_080"
"m250_030_090","char_RANAMON","И раз уж сегодня я пью в одиночестве... я искала, с кем бы
поговорить.","m250_030_090"
"m250_030_100","char_AEGIOMON","Э-эм, мы...","m250_030_100"
"m250_030_110","char_RANAMON","Ясно...","m250_030_110"
"m250_030_120","char_RANAMON","Значит, вы хотите провести переговоры... и ищете определённого
дигимона, верно?","m250_030_120"
"m250_030_130","char_PLAYER_M","Думаешь, захваченные Титанами земли можно вернуть?{next}",""
"m250_030_131","char_PLAYER_M","С кем мы можем вести переговоры, чтобы прекратить войну?{next}",""
"m250_030_132","char_PLAYER_M","Неужели действительно невозможно договориться...?{next}",""
"m250_030_140","char_RANAMON","Что ж, вряд ли вы ждёте, что я сразу выдам вам все ответы.","m250_030_140"
"m250_030_150","char_RANAMON","Но... Полагаю, я могу предложить вам немного помощи.","m250_030_150"
"m250_030_160","char_AEGIOMON","П-правда?!","m250_030_160"
"m250_030_170","char_RANAMON","Видите ли, не всем Титанам нравится нынешняя напряжённая
атмосфера.","m250_030_170"
"m250_030_180","char_RANAMON","Некоторые из них просто хотят наслаждаться жизнью. Как... ну,
например, я.","m250_030_180"
"m250_030_190","char_RANAMON","Если я могу наполнять дни такими приятными беседами,
то мне большего и не нужно.","m250_030_190"
"m250_030_200","char_INORI","Так не все Титаны одинаковы...","m250_030_200"
"m250_030_210","char_RANAMON","А с чего бы нам быть одинаковыми? Знаете, чем больше мы говорим,
тем больше я начинаю понимать...","m250_030_210"
"m250_030_220","char_RANAMON","...что вы знаете о Титанах далеко недостаточно.","m250_030_220"
"m250_030_230","char_RANAMON","Заставить Титанов отказаться от захваченной территории будет
непросто.","m250_030_230"
"m250_030_240","char_RANAMON","Такие вопросы меня не интересуют, но у моих собратьев-Титанов
наверняка были причины для нападения.","m250_030_240"
"m250_030_250","char_RANAMON","Советую вам немного поездить по Цифровому миру и увидеть,
в каком он сейчас состоянии.","m250_030_250"
"m250_030_260","char_AEGIOMON","Поездить, значит... Может, железная дорога Локомона—","m250_030_260"
"m250_030_270","char_RANAMON","К сожалению, железная дорога сейчас не работает. Видите?
Как я и сказала: вы многого не знаете.","m250_030_270"
"m250_030_280","char_RANAMON","Факториальная область, питающая железную дорогу, сильно...
преобразилась.","m250_030_280"
"m250_030_290","char_INORI","О-Ой...","m250_030_290"
"m250_030_300","char_RANAMON","Если вам нужен транспорт, я могу познакомить вас с другом.
Возможно, он сможет помочь.","m250_030_300"
"m250_035_010","char_RANAMON","Я поговорила с МастерБлимпмоном, и он согласился вас перевезти.","m250_035_010"
"m250_035_020","char_INORI","Спасибо! Но... почему ты так много нам помогаешь?","m250_035_020"
"m250_035_030","char_RANAMON","Не могу говорить слишком громко, но дело в том...","m250_035_030"
"m250_035_040","char_RANAMON","...что я собираю тех, кого можно назвать более... умеренными
дигимонами среди Титанов.","m250_035_040"
"m250_035_050","char_RANAMON","Помните, немало Титанов тоже хотят положить конец этому
конфликту.","m250_035_050"
"m250_035_060","char_INORI","Я и понятия не имела... От этого мне почему-то радостно.","m250_035_060"
"m250_035_070","char_RANAMON","Лично мне всё равно на контроль над территорией... Так что я
надеюсь, ваши переговоры пройдут хорошо!","m250_035_070"
"m250_035_080","char_AEGIOMON","Ого. Я не знал, что существуют такие дигимоны, как Ранамон.","m250_035_080"
"m250_035_090","char_AEGIOMON","Ранамон права. Нам нужно больше узнать о нынешнем Цифровом мире!","m250_035_090"
"m250_035_100","char_RANAMON","Ах да! Разве вы не говорили, что ищете определённого дигимона —
искусного целителя?","m250_035_100"
"m250_035_110","char_RANAMON","Если подумать... такого целителя можно найти в деревне у моря.","m250_035_110"
"m250_035_115","char_RANAMON","Так уж вышло, что у меня там есть важное дело, так что как
насчёт того, чтобы отправиться вместе?","m250_035_115"
"m250_035_120","char_AEGIOMON","...Спасибо!","m250_035_120"
"m250_035_130","char_RANAMON","Как я и говорила, среди Титанов тоже есть умеренные.","m250_035_130"
"m250_035_140","char_RANAMON","Ну что ж, тогда. Нам пора?","m250_035_140"
