string2 0,string 1,string 2,string 3
d150_010_010,char_AEGIOMON,Там! Это Параллельмон!,d150_010_010
d150_010_020,char_PARALLELMON,Почему ты пытаешься меня остановить?,d150_010_020
d150_010_030,char_PARALLELMON,Сопротивление бесполезно.,d150_010_030
d150_010_040,char_PARALLELMON,"Я могу видеть будущее.
Никто не может победить судьбу.",d150_010_040
d150_010_050,char_AEGIOMON,"Если он видит будущее, значит, он
уже знает исход этой битвы...?",d150_010_050
d150_010_060,char_AEGIOMON,"Тогда он никогда бы не выбрал бой, который проиграет, верно?",d150_010_060
d150_010_070,char_OMEGAMON_ALTER-S,"А, теперь я понял. Если мы каким-то образом
победим существо, способное видеть будущее...",d150_010_070
d150_010_080,char_OMEGAMON_ALTER-B,"...это станет неопровержимым доказательством,
что будущее не высечено в камне!",d150_010_080
d150_010_090,char_AEGIOMON,"Сделаем это!
Мы все вернёмся — каждый в свой мир!",d150_010_090
d150_020_010,char_PARALLELMON,Вы дорого за это заплатите...,d150_020_010
d150_020_020,char_PARALLELMON,"Я существую в бесчисленных мирах...
Я бесконечен...",d150_020_020
d150_020_030,char_AEGIOMON,Мы сделали это!,d150_020_030
d150_020_040,char_INORI,Ого!,d150_020_040
d150_020_050,char_MIREI,"Этот Акашический бэкдор становится нестабильным
после победы над его хранителем.",d150_020_050
d150_020_060,char_MIREI,"Если не поторопишься и не выберешься оттуда,
можешь исчезнуть где-нибудь в далёком уголке пространства-времени.",d150_020_060
d150_020_070,char_OMEGAMON_ALTER-S,Что с пузырями?,d150_020_070
d150_020_080,char_OMEGAMON_ALTER-B,Нужно поторопиться и спасти наших партнёров!,d150_020_080
d150_020_090,char_AEGIOMON,Скорее назад!,d150_020_090
d150_030_010,char_OMEGAMON_ALTER-S,"Я всё ещё слышу их голоса...
С ними всё в порядке!",d150_030_010
d150_030_020,char_OMEGAMON_ALTER-B,"Они говорят, чтобы мы встретились с ними в нашем родном мире!",d150_030_020
d150_030_030,char_OMEGAMON_ALTER-S,"Похоже, теперь наша очередь.",d150_030_030
d150_030_040,char_OMEGAMON_ALTER-B,Спасибо. Мы тебе благодарны.,d150_030_040
d150_030_050,char_INORI,"Нет, это мы должны вас благодарить!",d150_030_050
d150_030_060,char_AEGIOMON,Без вас мы бы никогда не смогли победить Параллельмона.,d150_030_060
d150_030_070,char_OMEGAMON_ALTER-S,Мы никогда тебя не забудем!,d150_030_070
d150_030_080,char_OMEGAMON_ALTER-B,Однажды мы обязательно отплатим за помощь!,d150_030_080
d150_030_090,char_AEGIOMON,Они ушли...,d150_030_090
d150_030_100,char_AEGIOMON,Хм...?,d150_030_100
d150_030_110,char_AEGIOMON,"Думаю, теперь наша очередь.",d150_030_110
d150_030_120,char_INORI,Подождите... {player} не светится.,d150_030_120
d150_030_130,char_AEGIOMON,"Значит, мы из разных миров?..",d150_030_130
d150_030_140,char_AEGIOMON,"Интересно, знает ли {player} из нашего мира, что здесь произошло...",d150_030_140
d150_030_150,char_INORI,"Обязательно расскажем нашему {player}, что этот {player}
из другого мира тоже потрясающий человек.",d150_030_150
d150_030_160,char_INORI,"А ты расскажи о наших версиях в своём мире.
Скажи им, как здорово нам троим было вместе!",d150_030_160
d150_030_170,char_AEGIOMON,"Я не до конца всё понимаю, но всё же...
Увидимся, {player} из другого мира!",d150_030_170
d150_040_010,char_KUREMIKYOKO,"Похоже, пора прощаться.
Ещё раз спасибо за помощь.",d150_040_010
d150_040_020,char_KUREMIKYOKO,"Будущее, в которое мы возвращаемся, может быть мрачным,
но я не перестану пытаться сделать его лучше.",d150_040_020
d150_040_030,char_KUREMIKYOKO,Я поняла это... наблюдая здесь за своим отцом.,d150_040_030
d150_040_040,char_KUREMIKYOKO,И тебе желаю удачи.,d150_040_040
d150_040_050,char_KUREMIKYOKO,"И если когда-нибудь встретишь версию меня из своего мира,
пожалуйста... скажи ей не ссориться с отцом.",d150_040_050
d150_040_060,char_KUREMIKYOKO,"Если сможешь, конечно.
А я буду молиться за мир в твоём мире.",d150_040_060
d150_040_070,char_KUREMIKYOKO,"Судьбу можно изменить.
Я уверена, что ты сможешь это сделать.",d150_040_070
d150_040_080,char_KUREMIKYOKO,Я оставляю будущее тебе.,d150_040_080
d150_050_010,char_MIREI,"Этот Акашический бэкдор был отрезан
от остального пространства-времени.",
d150_050_020,char_MIREI,"Он больше не должен работать как путь,
а значит, угроза законам реальности миновала.",
d150_050_030,char_MIREI,Но Параллельмон способен путешествовать сквозь пространство-время.,
d150_050_040,char_MIREI,"Это значит, что Параллельмон, родившийся
в другой временной линии, однажды может снова создать проблемы.",
d150_050_050,char_MIREI,"А пока тебе лучше отдохнуть. Наверняка
на этом этапе твою работу снова прервут.",
d150_050_060,char_MIREI,А пока... отличная работа.,
