string2 0,string 1
140101,Хигаси-Синдзюку: Площадь Видения
140102,Хигаси-Синдзюку: пересечение Косю-Кайдо
140103,"Синдзюку: Кабукичо, Театральная площадь"
140105,Линия Марунонака: станция Синдзюку.
140107,Стена надежды
140108,Сейбу-Синдзюку: пересечение путепровода
140201,Станция Акихабара: южный выход Electric Town
140304,Ниси-Синдзюку: проспект Точо Тюо-дори.
143004,Лифтовый зал
151301,Подземная база спецназа: исследовательский отдел
151302,Подземная база спецназа: зона ограниченного доступа
151304,Подземная база спецназа: Портал
151407,Здание столичного правительства Токио: крыша
155001,Белая комната
155004,Странный коридор
155005,Круглый коридор
