string2 0,string 1,string 2,string 3
s100_088_010,char_TOUHO,"Здравствуйте. У меня есть кое-что, что я хотел бы с вами
обсудить.",
s100_088_020,char_PLAYER_M,{next}Sure.,
s100_088_021,char_PLAYER_M,{next}You need my help?,
s100_088_022,char_PLAYER_M,{next}Who are you?,
s100_088_030,char_TOUHO,"Я ценю ваше рвение, но вам действительно следует с большим
подозрением относиться к другим.",
s100_088_040,char_TOUHO,Вы весьма проницательны. Я хочу кое о чем попросить вас.,
s100_088_050,char_TOUHO,"Да, вы правы. Полагаю, мне следовало сначала представиться.",
s100_088_060,char_TOUHO,"Я избавлю вас от подробностей, но я - главный компьютер
Цифрового мира под названием ""Шамбала"".",
s100_088_070,char_TOUHO,"Другими словами, как и король Драсил, я являюсь хранителем мира,
отдельного от этого.",
s100_088_080,char_TOUHO,"Поскольку Гомерос, страж этого мира, в таком состоянии, я решил
предложить свою помощь.",
s100_088_090,char_TOUHO,"Обычно я бы взял с собой тентей Хатибушу, но в данный момент они
заняты.",
s100_088_100,char_TOUHO,"Мне удалось завербовать Сусаномона и его подчиненных, но в
последнее время от меня не было никаких вестей.",
s100_088_120,char_PLAYER_M,{next}Are you worried?,
s100_088_121,char_PLAYER_M,{next}Are they lost?,
s100_088_122,char_PLAYER_M,{next}Have they forgotten their mission?,
s100_088_130,char_TOUHO,"Да, но они довольно устойчивы, поэтому я не беспокоюсь, что им
причинили вред.",
s100_088_140,char_TOUHO,"Часто говорят, что отсутствие новостей - это хорошая новость, но
было бы приятно услышать от них ответ.",
s100_088_150,char_TOUHO,"Я не думаю, что они потерялись. Может быть, они просто слишком
хорошо приспособились к пребыванию здесь.",
s100_088_160,char_TOUHO,"Возможно, они настолько привыкли к этому миру, что забыли о
своей миссии.",
s100_088_170,char_TOUHO,"Это определенно возможно. Это дигимоны, которые обладают
огромной адаптивностью.",
s100_088_180,char_TOUHO,"Возможно, они настолько хорошо акклиматизировались, что забыли о
цели своего пребывания здесь.",
s100_088_190,char_TOUHO,"Из того, что я могу сказать, они не столько бездельничают,
сколько, скорее, слишком веселятся.",
s100_088_192,char_TOUHO,"Им всем очень нравится Парадайз Колизей. Они должны были поехать
туда тренироваться, но...",
s100_088_200,char_PLAYER_M,{next}The Высотный колизей is pretty fun.,
s100_088_201,char_PLAYER_M,"{next}If they're training, isn't that a good thing?",
s100_088_202,char_PLAYER_M,{next}I'll go take a look!,
s100_088_210,char_TOUHO,"Да, похоже, что так. Они наслаждаются этим так же, как
наслаждались бы маленькие дети.",
s100_088_230,char_TOUHO,"Я сомневаюсь, что они на самом деле тренируются. Я уверен, что у
них на уме только веселье.",
s100_088_250,char_TOUHO,"Подожди. Ты планируешь присоединиться к их веселью? Что ж, я
думаю, тебе в любом случае нужно идти.",
s100_088_270,char_TOUHO,Я еще раз прошу вас сходить ради меня в Парадиз Колизей.,
s100_088_280,char_TOUHO,"Там нужно найти Котемона и остальных, кого я привел с собой.",
s100_088_290,char_TOUHO,"Поищи всех в Колизее и напомни им об их миссии. Я рассчитываю на
тебя.",
s100_088_300,char_TOUHO,"Котемон и остальные одержимы Парадизским Колизеем. Пожалуйста,
напомните им об их долге.",
s100_088_310,char_TOUHO,"Я получил ответ от команды. Кажется, вы добились успеха. Вот.
Это за всю вашу помощь.",
s100_088_320,char_TOUHO,"Если я могу еще что-нибудь для вас сделать, пожалуйста, не
стесняйтесь спрашивать.",
s100_088_330,char_TOUHO,"Спасибо за вашу помощь ранее. Вам еще в чем-нибудь требуется моя
помощь?",
s100_088_340,char_TOUHO,"Вообще-то это обязанность Гомероса, а не моя. Хотя, я полагаю,
Гомерос спит...",
s100_088_350,char_TOUHO,"Хорошо, я предоставлю разрешения в качестве заменяющего хоста.
Давайте посмотрим. Код активации был...",
s100_088_360,char_TOUHO,"Спасибо, что подождали. Разрешения предоставлены. Не потеряйте
это. Это важно.",
s100_088_370,char_TOUHO,"Мои помощники довольно крутые, тебе не кажется? Я уверен, что
они смогут тебе помочь.",
