string2 0,string 1
char_OMEGAMON-X,Омегамон (X-антитело)
char_OMEGAMON-X_BIG,Омегамон (X-антитело)
char_DUKEMON_X,Дюкмон (X-антитело)
char_DUKEMON_X_BIG,Дюкмон (X-антитело)
char_ULFORCEVDRAMON_X,УльфорсV-драмон (X-антитело)
char_ULFORCEVDRAMON_X_BIG,УльфорсV-драмон (X-антитело)
char_MAGNAMON_X,Магнамон (X-антитело)
char_MAGNAMON_X_BIG,Магнамон (X-антитело)
char_PARALLELMON,Параллельмон
char_PARALLELMON_BIG,Параллельмон
char_JESMON_X,Джесмон (X-антитело)
char_JESMON_X_BIG,Джесмон (X-антитело)
char_DORUMON_02,ДОРУмон
char_ALPHAMON_02,Альфамон
char_AKASHIC_BACKDOOR,Акашический бэкдор
char_AKASHIC_BACKDOOR_nickname,Путь сквозь пространство-время
