string2 0,string 1,string 2,string 3
d320_010_010,char_TOUDO,Смотрите...!,d320_010_010
d320_010_020,char_OMEGAMON-X,"Итак, сторонники Программы X столкнулись
с противниками Программы X... Ничем хорошим это не кончится.",d320_010_020
d320_010_030,char_JESMON_X,"Отбор — естественный закон. Программа X — испытание,
дарованное нам свыше...",d320_010_030
d320_010_040,char_JESMON_X,"...чтобы мы могли перейти к следующему этапу
в нашем эволюционном развитии как вида.",d320_010_040
d320_010_050,char_DUKEMON_X,"Антитело X не является инструментом божественной воли.
Это программа, не больше и не меньше.",d320_010_050
d320_010_060,char_ULFORCEVDRAMON_X,"Вы серьезно считаете себя избранными существами?
Ваше высокомерие не знает границ.",d320_010_060
d320_010_070,char_MAGNAMON_X,Я не вижу смысла продолжать разговор.,d320_010_070
d320_010_080,char_DORUMON,"Ой, они снова ругаются?!",d320_010_080
d320_010_090,char_OMEGAMON-X,"Прошу... Это место не наш мир. Может, хотя бы
пока мы не вернёмся домой, будем работать вместе?",d320_010_090
d320_010_100,char_MAGNAMON_X,"Вы уже должны знать ответ на этот вопрос.
О сотрудничестве не может быть и речи.",d320_010_100
d320_010_110,char_ULFORCEVDRAMON_X,"Мы собираемся делать то, что считаем правильным.
И, похоже, они пришли к такому же выводу.",d320_010_110
d320_010_120,char_DUKEMON_X,"Да. Если мы победим Параллельмона и воспользуемся
его силой, то сможем всё решить.",d320_010_120
d320_010_130,char_JESMON_X,Итак... все сводится к гонке.,d320_010_130
d320_010_140,char_JESMON_X,"Тот, кто первым победит Параллельмона, добьется своего.",d320_010_140
d320_010_150,char_OMEGAMON-X,Что именно ты говоришь?,d320_010_150
d320_010_160,char_OMEGAMON-X,"Что ты такое говоришь?
Параллельмон в любом случае будет нелёгким противником. Если мы не объединимся...",d320_010_160
d320_010_170,char_DUKEMON_X,Трусам лучше держать рот на замке.,d320_010_170
d320_010_180,char_JESMON_X,"Здесь две двери.
Нам не обязательно идти одним и тем же путем.",d320_010_180
d320_010_190,char_MAGNAMON_X,"Не могу не согласиться.
С этого момента это гонка.",d320_010_190
d320_010_200,char_DORUMON,"Ух... Почему мы не можем работать вместе,
даже в такое время?",d320_010_200
d320_010_210,char_SIMMONS,Хи-хи...,d320_010_210
d320_010_220,char_TOUDO,Что смешного?,d320_010_220
d320_010_230,char_SIMMONS,"Они безнадёжно наивны!
Незрелые идеалисты!",d320_010_230
d320_010_240,char_SIMMONS,"Каждая группа верит в своё чувство справедливости
и считает свой путь единственно верным.",d320_010_240
d320_010_250,char_SIMMONS,"Сколько конфликтов вспыхивало из-за разногласий
о том, что правильно? Даже здесь история повторяется.",d320_010_250
d320_010_260,char_SIMMONS,"Мир Дигимонов не так уж отличается от нашего.
В самом деле увлекательно...!",d320_010_260
d320_010_270,char_TOUDO,"А нам, со своей стороны, нужно
заставить их объединиться. Иначе...",d320_010_270
d320_010_280,char_DORUMON,"Да... Иначе нам, наверное, не победить
Параллельмон, что означает, что мы застрянем здесь навсегда.",d320_010_280
d320_010_290,char_DORUMON,Мы должны пойти за ними.,d320_010_290
d320_010_300,char_OMEGAMON-X,"Вопрос лишь в том, каким путём идти дальше:
через цифровую дверь, за сторонниками Программы X?",d320_010_300
d320_010_310,char_OMEGAMON-X,"Или через деревянную дверь,
за противниками Программы X?",d320_010_310
d320_020_010,char_SIMMONS,"Я знаю это место... Это Акихабара.
Итак... мы в нашем мире?",
d320_020_020,char_MIREI,"Похоже, перед вами появилось ещё больше осколков Акаши...
На этот раз фрагментировано другое пространство.",
d320_020_040,char_SIMMONS,"«Вот эта деталь прекрасна...! И эта тоже
великолепна! Ой, нет. Плохая деталь! Не подходит».",
d320_020_050,char_SIMMONS,"«Мне нужно воплотить это устройство в реальность, или Дигимон…
фазовые электронные формы жизни — окажутся угрозой для человечества!»",
d320_020_060,char_JESMON_X,Дигимон? Угроза?,
d320_020_070,char_JESMON_X,Нападают ли дигимоны на людей в вашем мире?,
d320_020_080,char_SIMMONS,...,
