string2 0,string 1,string 2,string 3
f_d0201_0010_0010,char_CAPROMON,"Какое странное существо! Ты ведь не Дигимон, не так ли?",
f_d0201_0010_0020,char_CAPROMON,"Но если ты не Дигимон, тогда кто ты? Хм...
Не знаю, да это и не так важно!",
f_d0201_0020_0010,char_BAKUMON,Люди... здесь? Откуда вы взялись?!,
f_d0201_0020_0020,char_BAKUMON,"...Погодите. Может, вы новый вид дигимонов?
Ну, на вид вы безобидные, так что чувствуйте себя как дома.",
f_d0201_0020_0030,char_BAKUMON,"Я слышал о вас. Говорят, вы помогли решить проблему
в Сентрал Тауэр.",
f_d0201_0020_0040,char_BAKUMON,"Спасибо вам за помощь этому городу, несмотря на то, что вы
только приехали!",
f_d0201_0020_0050,char_BAKUMON,"Кажется, вы снова запустили Локомон. Теперь вы можете посетить
гораздо больше мест!",
f_d0201_0020_0060,char_BAKUMON,"Ходят слухи, что в этих краях появляется много Титанов. Это
правда?",
f_d0201_0020_0070,char_BAKUMON,"У лорда Меркуримона должен быть какой-то план, чтобы остановить
их, верно? Я очень надеюсь, что он скоро что-нибудь предпримет...",
f_d0201_0030_0010,char_PUMPMON,"Я всего-то хочу съесть бэнто и полюбоваться видами,
катаясь на Локомоне. Надеюсь, он скоро снова заработает!",
f_d0201_0040_0010,char_PEGASMON,"Что ж! Незнакомое лицо. Похоже, вы здесь недавно?",
f_d0201_0040_0020,char_PEGASMON,"Если да, то вам стоит посетить привокзальную площадь. Вид на
Центральную башню оттуда потрясающий.",
f_d0201_0040_0030,char_PEGASMON,"Просто идите прямо, чтобы добраться до привокзальной площади.
Каждый посетитель Централ-Тауна обязан ради себя увидеть башню.",
f_d0201_0050_0010,char_TYUMON,"Привет. Не видел тебя раньше в этих краях. Полагаю, ты
новичок... Первый раз в городе?",f_d0201_0050_0010
f_d0201_0050_0020,char_TYUMON,"О-о, немного растерялся, да? Меня не проведёшь:
у тебя всё на лице написано! Ладно, выкладывай!",f_d0201_0050_0020
f_d0201_0050_0030,char_TYUMON,"Так, так. Ты знаешь Минервамон? У тебя наверняка есть друзья в
высших кругах! Спорим, ты хочешь знать, где Минервамон, а?",f_d0201_0050_0030
f_d0201_0050_0040,char_TYUMON,"Ладно-ладно! Информация твоя за 100 000 иен!
Ну что, договорились?!",f_d0201_0050_0040
