string2 0,string 1,string 2,string 3
m050_010_010,char_DESCRIPTIVE_PART,......,
m050_010_020,char_DESCRIPTIVE_PART,*стук*,
m050_010_030,char_DESCRIPTIVE_PART,Кто-то стучит в дверь.,
m050_010_040,char_PLAYER_M,Открыть глаза.{next},
m050_010_041,char_PLAYER_M,Просто дай мне поспать ещё немного...,
m050_010_042,char_PLAYER_M,Ещё слишком рано... Офис АДАМАС ещё даже не открылся...,
m050_010_050,char_PROTECTED_GIRL,Ты не спишь?,m050_010_050
m050_010_060,char_PROTECTED_GIRL,"...Прости, у нас не нашлось более подходящего места для ночлега.",m050_010_060
m050_010_070,char_PLAYER_M,Мне было вполне удобно.{next},
m050_010_071,char_PLAYER_M,"Вчерашний день выдался довольно тяжёлым, да?{next}",
m050_010_072,char_PLAYER_M,Вот это экономия на жильё!{next},
m050_010_080,char_PROTECTED_GIRL,Ну что ж... рада это слышать.,m050_010_080
m050_010_090,char_PROTECTED_GIRL,"Столько всего произошло, что у меня это просто в голове
не укладывается...!",m050_010_090
m050_010_100,char_PROTECTED_GIRL,"Папа сказал, что пока ты можешь пользоваться этой комнатой.",m050_010_100
m050_010_110,char_PROTECTED_GIRL,А теперь позволь представиться... Я Инори Мисоно!,m050_010_110
m050_010_120,char_INORI,"Ты говоришь так, словно мы раньше встречались.
Прости, я не помню.",m050_010_120
m050_010_130,char_INORI,"Что ж, давай начнём с осмотра дома. Спускайся вниз,
когда будешь готов, хорошо?",m050_010_130
m050_010_140,char_OPERATOR_M,"...Наконец-то связь восстановлена!
Привет, агент {player}!",m050_010_140_M m050_010_140_F
m050_010_150,char_OPERATOR_M,"Мне удалось разобрать фрагменты твоей аудиозаписи.
Даже не знаю, с чего начать.",m050_010_150_M m050_010_150_F
m050_010_160,char_OPERATOR_M,"...Итак, с твоей позиции здание правительства Токио
выглядит совершенно невредимым?",m050_010_160_M m050_010_160_F
m050_010_170,char_OPERATOR_M,"А Синдзюку перед моими глазами...
настоящий ад. Словами не передать.",m050_010_170_M m050_010_170_F
m050_010_180,char_OPERATOR_M,"Удалось также подтвердить: тебя нет по координатам, отмеченным
как твоё «текущее» местоположение.",m050_010_180_M m050_010_180_F
m050_010_190,char_OPERATOR_M,"Сопоставив все данные, аналитический отдел
пришёл к выводу, что...",m050_010_190_M m050_010_190_F
m050_010_200,char_OPERATOR_M,...тебя перенесло во времени в прошлое.,m050_010_200_M m050_010_200_F
m050_010_210,char_OPERATOR_M,"Это беспрецедентная аномалия. Как мы вообще
можем сейчас разговаривать?!",m050_010_210_M m050_010_210_F
m050_010_220,char_OPERATOR_M,"Остаётся только надеяться, что связь не оборвётся.",m050_010_220_M m050_010_220_F
m050_010_230,char_PLAYER_M,"Я понятия не имею, что происходит!{next}",
m050_010_231,char_PLAYER_M,Смогу ли я добраться домой…?{next},
m050_010_232,char_PLAYER_M,Это прямо как научно-фантастическое аниме…{next},
m050_010_250,char_OPERATOR_M,"Понимаю, плохих новостей уже хватило... но ситуация здесь
критическая.",m050_010_250_M m050_010_250_F
m050_010_260,char_OPERATOR_M,"Мир продолжает рушиться, и началось всё именно в Синдзюку.",m050_010_260_M m050_010_260_F
