"string2 0","string 1","string 2","string 3"
"m110_010_010","char_OPERATOR_M","Подумать только, она узнала о самом существовании АДАМАС!
Разумеется, о нашей работе нельзя рассказывать публике.",""
"m110_010_015","char_OPERATOR_M","С самого основания АДАМАСА наши учредители требовали
секретности. Среди них был и твой приёмный отец, доктор Юки.",""
"m110_010_020","char_OPERATOR_M","Если мир узнает о паранормальных явлениях, которые мы изучаем,
начнётся хаос. А это нам ни к чему.",""
"m110_010_030","char_OPERATOR_M","Похоже, нельзя недооценивать доктора Монику Симмонс...
Следи, чтобы случайно не выдать никаких сведений.",""
"m110_010_040","char_MINERVAMON","Эта штука и правда покажет нам, где яйцо?",""
"m110_010_050","char_INORI","Не совсем яйцо... Скорее, места скопления дигимонов.",""
"m110_010_060","char_INORI","Вероятно, детектор поможет сузить район поисков.",""
"m110_010_070","char_AEGIOMON","Нужно искать там, где много сигналов, да...?",""
"m110_010_080","char_MINERVAMON","Ого! Посмотрите, сколько сигналов! Не может быть. Откуда
в этом мире столько дигимонов?",""
"m110_010_090","char_INORI","Подожди, это место...",""
"m110_010_100","char_PLAYER_M","Это подземелье под парком Синдзюку.{next}",""
"m110_010_101","char_PLAYER_M","Это место, где мы впервые встретились.{next}",""
"m110_010_102","char_PLAYER_M","Там мы столкнулись с тем опасным дигимоном.{next}",""
"m110_010_110","char_INORI","Значит, ты тоже так думаешь, {player}? Там определённо
что-то происходит...",""
"m110_010_120","char_MINERVAMON","Что ж, зацепка есть. Немедленно отправимся туда!",""
"m110_010_130","char_INORI","Почему бы нам не пойти ночью? Вы всё-таки слишком выделяетесь...",""
"m110_010_135","char_INORI","Мы весь день были на ногах. Думаю, сначала стоит отдохнуть.",""
"m110_010_140","char_MINERVAMON","Я не особенно устала. Но ладно — вы ведь всего лишь люди.",""
"m110_010_150","char_MINERVAMON","Дай мне знать, как только отдохнёте.",""
"m110_020_010","char_INORI","Эй, это место выглядит знакомо... Мы были здесь раньше.","m110_020_010"
"m110_020_020","char_INORI","Рольставня, под которой мы только что прошли, в прошлый раз
была закрыта!","m110_020_020"
"m110_020_030","char_INORI","Никогда бы не подумала, что проход ведёт сюда.","m110_020_030"
"m110_020_040","char_INORI","Сигналы шли откуда-то впереди, верно? Пойдём, только осторожно.","m110_020_040"
"m110_030_001","char_HIROKO","Это выглядит как хорошее место для начала съёмки.","m110_030_001"
